Frequency,PLV
6,0.30014017319582087
7,0.3119483916376041
8,0.3313139269639257
9,0.3506118613672165
10,0.3609881183708951
11,0.3555276387409538
12,0.33202205079654573
13,0.29366271410560313
14,0.2472668149719241
15,0.2003256398284949
16,0.15864953657808736
17,0.12546500632515858
18,0.10167324083212259
19,0.08657790917801414
20,0.07862728170327912
21,0.075979498135136
22,0.0767550844309464
23,0.07896270702980385
24,0.08040008696661977
25,0.07897390806058101
26,0.0735516383079143
27,0.06487761038687206
28,0.05573774613474469
29,0.049844229538690527
