Frequency,PLV
6,0.36765526693048023
7,0.36701817639602957
8,0.36564298311573
9,0.36334666940636506
10,0.3598984902050033
11,0.35506296660336706
12,0.3486437741224577
13,0.34052118360683453
14,0.33067764339443423
15,0.3192088338912984
16,0.30632031994774145
17,0.29231213575848697
18,0.27755491722871034
19,0.26246154111397935
20,0.24745788994904117
21,0.23295568965453667
22,0.21932965598316212
23,0.2069005694971539
24,0.19592534165193592
25,0.18659451007889263
26,0.1790368051630383
27,0.17332947590438566
28,0.16951211239131178
29,0.16760101717448786
