Frequency,PLV
6,0.21262349650756346
7,0.21207519978119246
8,0.2109815113475437
9,0.20934823025232893
10,0.20718407654214413
11,0.20450084476038427
12,0.2013137942267198
13,0.19764238344058513
14,0.19351142452408984
15,0.18895267377727654
16,0.18400679106770151
17,0.17872550394381487
18,0.17317371661199377
19,0.16743122672465582
20,0.16159367206068603
21,0.15577233943226404
22,0.15009253798891842
23,0.14469036793114112
24,0.13970789249264684
25,0.13528692496128925
26,0.13156184510998004
27,0.12865202917725174
28,0.12665458517493935
29,0.12563810920716723
