etta,w12,w21,tau_A,w_EE_A,w_EI_A,w_IE_A,beta_A,theta_E_A,theta_I_A,tau_B,w_EE_B,w_EI_B,w_IE_B,beta_B,theta_E_B,theta_I_B
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
