t,raw
0.0,0.32578373
1.0,0.21892308
2.0,0.5425051
3.0,0.34165668
4.0,0.52688414
5.0,0.61239797
6.0,0.5411067
7.0,0.075727224
8.0,0.115563154
9.0,0.29800048
10.0,0.32494044
11.0,0.5638913
12.0,0.007246343
13.0,0.14267655
14.0,0.2754937
15.0,0.3132363
16.0,0.5286959
17.0,0.3503581
18.0,0.30571482
19.0,0.44662976
20.0,1.039737
21.0,1.1721381
22.0,1.3428696
23.0,1.2004119
24.0,1.0943744
25.0,1.4671401
26.0,1.4035158
27.0,1.2425308
28.0,1.3300427
29.0,1.0063848
30.0,0.67935807
31.0,0.40138876
32.0,0.61403036
33.0,0.52059066
34.0,0.7816973
35.0,0.733538
36.0,0.44135183
37.0,0.24548115
38.0,0.14686835
39.0,-0.00067345705
40.0,-0.25149795
41.0,-0.24267264
42.0,-0.102562696
43.0,-0.34206393
44.0,-0.4751148
45.0,-0.49696234
46.0,-0.73936194
47.0,-0.87450874
48.0,-0.87292325
49.0,-0.9134412
50.0,-0.76001614
51.0,-0.77560014
52.0,-0.8054502
53.0,-0.84897596
54.0,-1.1086941
55.0,-0.78202736
56.0,-0.8215617
57.0,-0.40963984
58.0,0.028703075
59.0,-0.148574
60.0,-0.081961066
61.0,0.02463085
62.0,0.0042530927
63.0,0.35830408
64.0,0.67439383
65.0,0.64140135
66.0,0.89541805
67.0,0.91524345
68.0,1.2072078
69.0,1.2360799
70.0,1.5090985
71.0,1.7190943
72.0,1.1436552
73.0,1.3681943
74.0,1.2536234
75.0,0.9314883
76.0,0.11414882
77.0,0.43136752
78.0,0.5383482
79.0,0.8066912
80.0,0.67580473
81.0,0.5218528
82.0,0.42717257
83.0,0.015013245
84.0,-0.06832335
85.0,0.26184648
86.0,0.3480883
87.0,0.09899808
88.0,0.009557767
89.0,0.16047145
90.0,0.24228771
91.0,0.2813641
92.0,0.4405825
93.0,0.3107455
94.0,0.43712246
95.0,0.76508236
96.0,0.7518907
97.0,1.0068038
98.0,0.9048266
99.0,0.59875673
100.0,0.6261517
101.0,0.70198023
102.0,0.51981854
103.0,0.45366856
104.0,0.35491616
105.0,0.10795834
106.0,0.12767184
107.0,-0.3773851
108.0,-0.5031586
109.0,-0.7093958
110.0,-0.93106616
111.0,-0.8777611
112.0,-0.6020235
113.0,-0.74925065
114.0,-0.59912586
115.0,-0.79187024
116.0,-0.65987056
117.0,-0.58750826
118.0,-0.50467616
