tau,w_EE,w_EI,w_IE,beta,theta_E,theta_I
0.01616932451725006,2.086970567703247,1.2246047258377075,8.800313949584961,8.103981971740723,0.7267510294914246,0.3971177637577057
0.016466856002807617,5.663906097412109,8.506604194641113,9.855085372924805,8.493925094604492,5.348980903625488,-2.8024485111236572
0.01610192097723484,7.384788513183594,9.520771980285645,8.963465690612793,7.036309719085693,2.751175880432129,-6.5442423820495605
0.016154129058122635,1.964996337890625,9.002602577209473,8.155179977416992,5.19888973236084,7.460384845733643,-3.1212880611419678
0.0163626279681921,4.945435047149658,7.761101245880127,5.867063999176025,8.837220191955566,2.061464309692383,-3.414747476577759
0.016893744468688965,5.577669143676758,5.161062717437744,7.704776287078857,5.2385029792785645,3.4714956283569336,-2.561920642852783
0.016306817531585693,6.45565128326416,8.645532608032227,8.742263793945312,9.383817672729492,3.415958881378174,-4.873454570770264
0.016339842230081558,5.045931339263916,5.733935356140137,7.989990234375,8.812844276428223,4.105845928192139,-3.3498430252075195
0.01662072166800499,3.5012800693511963,8.837528228759766,7.860299587249756,7.207056522369385,0.5137398838996887,-3.384345531463623
0.016603119671344757,6.8518829345703125,8.878161430358887,9.98088264465332,4.437875747680664,4.577995777130127,-3.5662670135498047
0.01628045178949833,1.9891198873519897,6.374565601348877,5.34264612197876,9.046550750732422,4.458817481994629,-1.8790738582611084
0.016349924728274345,4.5202250480651855,9.580845832824707,8.719634056091309,8.381980895996094,0.592370331287384,-3.2576847076416016
0.01625727489590645,6.067085266113281,8.846277236938477,8.817749977111816,8.869270324707031,3.9283382892608643,-4.19256591796875
0.01640634424984455,5.952880382537842,9.298428535461426,7.281312465667725,7.631734371185303,2.4744436740875244,-6.587008476257324
0.01689920201897621,5.213649749755859,6.310755252838135,9.758785247802734,7.246402263641357,0.4957445561885834,-1.8017498254776
0.01649073138833046,3.7160658836364746,7.075882911682129,5.896336555480957,3.008697748184204,0.007106838282197714,-3.9020309448242188
0.01603293977677822,3.14840030670166,6.422515869140625,2.1165874004364014,4.705163478851318,0.3343452215194702,-0.6820964217185974
0.016756538301706314,4.699647903442383,7.846329212188721,5.465595722198486,4.960498332977295,0.2899129092693329,-0.4486919641494751
0.016302160918712616,3.6066505908966064,4.462895393371582,7.394664764404297,3.4243457317352295,5.402091979980469,-0.13979612290859222
0.016880646347999573,6.3608598709106445,5.75200080871582,7.14008092880249,7.845198154449463,1.9230053424835205,-3.974905252456665
0.01661388948559761,5.201943874359131,6.4709248542785645,6.1827216148376465,4.588325500488281,2.405081272125244,-4.0430684089660645
0.016904981806874275,4.238592147827148,8.050585746765137,7.743625640869141,2.2240450382232666,-0.29515236616134644,-2.828838586807251
0.016096243634819984,6.000330924987793,9.167110443115234,7.026090621948242,8.628988265991211,2.1322264671325684,-6.253231525421143
0.016536908224225044,3.6120288372039795,8.847108840942383,6.34646463394165,4.591526031494141,0.3254009485244751,-5.594562530517578
0.016462137922644615,1.526457667350769,3.390284299850464,3.6962289810180664,7.681972503662109,0.58473140001297,-0.11913695931434631
0.01632891409099102,5.447988510131836,7.457434177398682,6.810625076293945,5.130364418029785,0.35133031010627747,-1.3847579956054688
0.016500839963555336,2.522526741027832,4.187101364135742,7.81367301940918,3.595423698425293,0.2017716020345688,-1.2134736776351929
0.01628686673939228,6.243207931518555,6.581079006195068,9.09920883178711,9.98622989654541,3.961538314819336,-3.7527801990509033
0.01668553613126278,8.793261528015137,7.9532151222229,9.79854679107666,9.055511474609375,1.9464303255081177,-5.139466285705566
0.016323091462254524,8.279450416564941,9.20226764678955,6.584537506103516,3.0816333293914795,0.05945645272731781,-0.8605118989944458
0.016721202060580254,4.581540584564209,9.289344787597656,7.743252754211426,5.879959583282471,0.42117321491241455,-1.1832756996154785
0.01623842678964138,5.768691539764404,1.814888834953308,8.18101978302002,8.691747665405273,2.8890631198883057,-0.48485735058784485
0.01607367768883705,6.7695136070251465,9.31322956085205,8.670244216918945,5.211187362670898,3.333467721939087,-5.907319068908691
0.016708821058273315,1.9937500953674316,1.144562840461731,7.427730560302734,7.4250688552856445,6.564167499542236,0.9472939372062683
0.016995113343000412,2.6090197563171387,6.870177745819092,8.628786087036133,5.654791831970215,7.281332969665527,-1.5647135972976685
0.016626929864287376,3.8069331645965576,3.842953681945801,7.5275349617004395,9.825602531433105,0.6291001439094543,-0.5104025602340698
0.016381623223423958,4.41568660736084,8.468562126159668,6.206797122955322,8.111357688903809,0.5698160529136658,-1.0379830598831177
0.016757722944021225,3.7026970386505127,9.491094589233398,7.120957851409912,9.17025089263916,0.6032594442367554,-5.012917995452881
0.016616301611065865,5.600002288818359,9.752156257629395,9.93430233001709,2.422119140625,6.2908148765563965,-2.330474853515625
0.01695621944963932,8.159844398498535,9.629497528076172,7.6844401359558105,8.537659645080566,0.5812192559242249,-7.890138149261475
0.01633966527879238,5.78526496887207,3.546741485595703,9.875748634338379,7.177513122558594,0.5350031852722168,-1.941003680229187
0.01645735464990139,9.741628646850586,9.176750183105469,9.813590049743652,9.142991065979004,0.956670343875885,-7.489933490753174
0.016452468931674957,4.484665870666504,6.627205848693848,4.873964786529541,9.198244094848633,1.3774677515029907,-3.9311680793762207
0.016156021505594254,8.312803268432617,4.589834690093994,9.454811096191406,9.450579643249512,2.0606565475463867,-3.005021572113037
0.016872527077794075,1.51819908618927,9.896721839904785,8.071001052856445,6.483402729034424,7.715592384338379,-5.020293712615967
0.01659437082707882,0.8303697109222412,9.299445152282715,8.272220611572266,8.305534362792969,8.49596881866455,-4.077425956726074
0.016529370099306107,7.925098419189453,9.720917701721191,9.765951156616211,0.9715573787689209,-1.457099437713623,-4.559875011444092
0.016039414331316948,8.058612823486328,9.413590431213379,8.804821968078613,2.9547159671783447,-0.14232765138149261,-1.4673482179641724
0.016330022364854813,7.394009113311768,5.432692527770996,8.934492111206055,8.522516250610352,0.7314013242721558,0.30102139711380005
0.01645365171134472,8.744848251342773,5.163373947143555,9.933889389038086,7.9138312339782715,0.7662062048912048,0.41466107964515686
0.016114836558699608,2.125688314437866,9.363598823547363,5.3874969482421875,8.659616470336914,4.389235019683838,-3.384671926498413
0.016723480075597763,9.550525665283203,4.686234951019287,9.588350296020508,3.9112203121185303,1.6759966611862183,0.34082818031311035
0.016292301937937737,8.309611320495605,8.26241683959961,9.055831909179688,8.625844955444336,1.9863219261169434,0.38316187262535095
0.016901329159736633,8.297966957092285,5.191159725189209,8.63511848449707,4.707289695739746,1.4432774782180786,-3.310164213180542
0.016590986400842667,7.700064182281494,6.984690189361572,9.640081405639648,9.574654579162598,2.990926504135132,-5.1927571296691895
0.016511814668774605,3.55696177482605,8.19063949584961,9.892962455749512,2.8669934272766113,8.0946626663208,-1.5843565464019775
0.016297338530421257,3.4824912548065186,4.205085277557373,5.473155975341797,2.586306095123291,-0.044860560446977615,-1.5374621152877808
0.01675569824874401,1.7257696390151978,5.291239261627197,9.652043342590332,9.980528831481934,9.002568244934082,-1.8567737340927124
0.01637791283428669,3.2370429039001465,8.448298454284668,8.779909133911133,7.553708553314209,6.726742744445801,-2.2887990474700928
0.01698797568678856,7.389767646789551,6.0236005783081055,8.978535652160645,8.700175285339355,2.700361490249634,-3.9557809829711914
0.01681067980825901,3.6598875522613525,5.436413764953613,9.781708717346191,6.163926601409912,0.4706355035305023,-1.4611047506332397
0.0168486125767231,3.8941986560821533,8.594109535217285,6.435948848724365,9.440986633300781,0.5822324156761169,-0.05679134279489517
0.01619192399084568,4.868144989013672,9.738482475280762,8.039468765258789,8.510011672973633,0.5523034930229187,-2.170881986618042
0.016618404537439346,5.163819313049316,8.266382217407227,9.352215766906738,2.524064064025879,-0.19725598394870758,-2.2793829441070557
0.016278410330414772,3.683513641357422,4.8224263191223145,3.0100560188293457,8.025920867919922,0.5864698886871338,0.2172342985868454
0.016997046768665314,1.2657415866851807,5.776298999786377,5.4808526039123535,6.194530010223389,0.5635403990745544,-2.037903070449829
0.0162652675062418,7.930150985717773,6.769693851470947,7.020822048187256,2.1586225032806396,-0.24916963279247284,-0.8696008920669556
0.016926899552345276,3.4074716567993164,8.936211585998535,6.185490608215332,8.450181007385254,0.5974435806274414,-2.8086016178131104
0.01626724749803543,2.888951301574707,6.093772888183594,8.41936206817627,6.3909783363342285,6.775059223175049,-2.5396952629089355
0.01609482802450657,3.7601945400238037,8.347285270690918,7.930041313171387,8.054197311401367,5.337698936462402,-4.189964294433594
0.01605421118438244,1.4435920715332031,9.022375106811523,7.353204250335693,5.526405334472656,0.5443512201309204,-4.621710777282715
0.016249699518084526,5.75868034362793,4.218305587768555,9.650134086608887,9.792693138122559,4.988884925842285,-0.7603122591972351
0.016074609011411667,3.5100085735321045,9.843066215515137,7.502734661102295,7.514766693115234,0.5223623514175415,-6.3096537590026855
0.016688941046595573,8.420900344848633,8.003144264221191,9.410785675048828,9.3131103515625,2.0339126586914062,-6.353948593139648
0.016864309087395668,7.403404235839844,9.943416595458984,8.708930969238281,7.319066524505615,2.4953041076660156,-7.707731246948242
0.01645524613559246,8.031012535095215,9.144059181213379,9.090331077575684,7.186348915100098,0.5164584517478943,-1.1239750385284424
0.0161226037889719,4.778110980987549,7.15522575378418,9.893409729003906,6.831686019897461,6.404687404632568,-2.1173737049102783
0.01670208014547825,1.8223679065704346,6.150895118713379,1.4611700773239136,5.395573139190674,0.9376974105834961,-3.0821893215179443
0.016743261367082596,9.03808307647705,8.23865795135498,8.598099708557129,2.5112738609313965,-0.23636861145496368,-0.9568503499031067
0.016061896458268166,4.695900917053223,7.694615840911865,4.706810474395752,4.782953262329102,0.2782853841781616,-0.6956890821456909
0.01606108248233795,8.59730339050293,8.490991592407227,8.955291748046875,2.6656646728515625,2.309431791305542,-5.283444404602051
0.016420718282461166,6.879263401031494,7.563311576843262,8.405614852905273,1.1135525703430176,-0.9934119582176208,-3.3114421367645264
0.016934050247073174,5.752737998962402,8.918495178222656,7.991535663604736,8.387725830078125,0.5780314207077026,-1.5812526941299438
0.016390912234783173,1.2617852687835693,3.4269585609436035,4.4234442710876465,7.348515510559082,4.293908596038818,0.16475936770439148
0.01656433753669262,5.412174701690674,8.959616661071777,9.682049751281738,4.950775623321533,0.33433666825294495,-2.5328011512756348
0.016443544998764992,7.270090103149414,5.940154075622559,9.965927124023438,7.391112804412842,0.5910430550575256,-0.1773482859134674
0.01638585515320301,6.306590557098389,9.53081226348877,7.509557723999023,6.6571831703186035,2.4962570667266846,-7.134655952453613
0.016529487445950508,5.247759819030762,1.4071894884109497,7.124469757080078,6.8000030517578125,1.8032453060150146,0.7254735827445984
0.016483547165989876,7.800551891326904,3.1615238189697266,9.758673667907715,9.066732406616211,0.6678334474563599,0.17096157371997833
0.016000958159565926,2.5973289012908936,8.581992149353027,6.427907466888428,9.760953903198242,4.928246974945068,-2.574266195297241
0.016305947676301003,1.7562545537948608,6.5493855476379395,9.015695571899414,7.449885368347168,0.5915858149528503,-1.747998833656311
0.01674904301762581,7.197897911071777,4.147741794586182,9.886197090148926,6.129342079162598,3.850417375564575,-2.1310853958129883
0.016908399760723114,6.6952924728393555,4.097626209259033,9.759455680847168,5.773583889007568,0.3527570366859436,-2.589569091796875
0.01689084805548191,6.630141735076904,8.460772514343262,9.480727195739746,6.1476359367370605,4.129920959472656,-3.6245975494384766
0.016320597380399704,5.81170129776001,5.974426746368408,9.06187629699707,1.3237642049789429,-0.9049665927886963,-3.2310574054718018
0.01623694598674774,7.016386985778809,1.3791338205337524,9.896318435668945,9.431560516357422,2.7674951553344727,-0.12742498517036438
0.016513315960764885,6.429182529449463,7.9915995597839355,7.3111491203308105,2.570620059967041,-0.3639555871486664,-5.015346527099609
0.016533134505152702,4.573944091796875,6.319348335266113,8.713066101074219,7.7429399490356445,0.5654318928718567,-2.123939037322998
0.016089292243123055,3.2158284187316895,6.425631523132324,9.550079345703125,7.298195838928223,7.559199333190918,-3.7048113346099854
0.01629319041967392,8.957820892333984,4.8656697273254395,9.209636688232422,6.1540093421936035,1.2050561904907227,-3.255967378616333
0.016749758273363113,6.41755485534668,3.9966392517089844,9.287100791931152,6.060949325561523,4.082036972045898,-1.8531042337417603
0.016518719494342804,9.021663665771484,8.840253829956055,8.444942474365234,4.311069488525391,0.9938275814056396,-0.2834322452545166
0.016187727451324463,2.5399680137634277,9.964783668518066,9.83156967163086,9.626246452331543,8.408803939819336,-1.753606915473938
0.01672588288784027,1.0340912342071533,9.547011375427246,1.5070372819900513,6.918076038360596,1.6163502931594849,-3.3860790729522705
0.01616159826517105,3.12248158454895,4.663811683654785,5.613485813140869,6.828171253204346,3.7317357063293457,-1.7799886465072632
0.0161196980625391,5.348156452178955,7.580389976501465,9.326302528381348,8.966490745544434,0.6085727214813232,-2.514927625656128
0.016127143055200577,7.606032371520996,5.707723140716553,8.646722793579102,4.576991081237793,0.07468946278095245,-3.865720272064209
0.016610678285360336,9.215201377868652,8.978411674499512,9.437220573425293,6.067336559295654,1.4662951231002808,-6.811481952667236
0.01641998440027237,3.20740008354187,2.2222838401794434,8.365056037902832,9.96058464050293,6.262328147888184,0.2586803436279297
0.016529733315110207,7.110255241394043,8.602840423583984,5.722095489501953,4.333324432373047,0.2143138200044632,-0.37216997146606445
0.016338499262928963,8.265177726745605,8.43315315246582,9.500166893005371,6.015477657318115,0.5143232941627502,-0.6782960295677185
0.016626933589577675,7.532181739807129,5.803426742553711,8.581673622131348,9.954582214355469,2.017970085144043,-3.3340439796447754
0.01615739054977894,2.2799882888793945,8.91242790222168,6.640820026397705,9.210805892944336,5.490437984466553,-6.137605667114258
0.01642283797264099,4.297927379608154,9.939452171325684,7.580741882324219,9.344355583190918,0.6251125335693359,-0.9458124041557312
0.01637306623160839,6.641178131103516,9.33217716217041,9.336283683776855,6.768964767456055,0.5134422779083252,-0.9703014492988586
0.01677064038813114,6.196907043457031,7.762711048126221,9.415205001831055,8.498146057128906,0.6448587775230408,-1.0512645244598389
0.016512898728251457,1.9168802499771118,7.043822765350342,6.489107608795166,6.751394748687744,0.5587235689163208,-3.1507511138916016
0.01614321582019329,4.117175102233887,4.1670427322387695,5.25986385345459,9.2228422164917,2.252617359161377,-2.2419278621673584
0.016596397385001183,2.1328608989715576,5.758362770080566,3.6974868774414062,5.8003764152526855,0.49016043543815613,-2.945896863937378
0.01657298021018505,1.4137537479400635,8.599488258361816,5.824905872344971,7.768823623657227,0.625012218952179,-2.3893015384674072
0.01630789414048195,3.9637176990509033,8.854120254516602,4.243613243103027,9.868496894836426,0.6551012992858887,-0.4223908483982086
0.016912536695599556,9.23671817779541,5.243675708770752,9.21223258972168,6.064931392669678,0.8515767455101013,0.36127957701683044
0.016509398818016052,5.387582778930664,9.8109712600708,1.3170912265777588,3.9157776832580566,0.07338392734527588,-0.46828100085258484
0.016408203169703484,2.470655918121338,9.869898796081543,8.480281829833984,5.364346504211426,0.46917587518692017,-5.566120147705078
0.016844617202878,5.586043357849121,7.936500072479248,6.995733737945557,6.752756118774414,2.6581737995147705,-5.626963138580322
0.01603902503848076,6.147968769073486,4.6274847984313965,8.194256782531738,7.483658790588379,0.554434061050415,-0.990367591381073
0.016682051122188568,6.889125823974609,9.257033348083496,9.027811050415039,7.72487735748291,0.5778538584709167,-1.1863253116607666
0.01658720150589943,2.9226887226104736,9.637129783630371,3.889374256134033,8.183550834655762,0.5910634398460388,-3.460576295852661
0.01618034951388836,5.214318752288818,8.278339385986328,7.811039924621582,5.429127216339111,0.3653450012207031,-2.773247241973877
0.016984419897198677,3.8984084129333496,7.4357194900512695,8.555180549621582,4.242559909820557,0.28611305356025696,-1.3024667501449585
0.016784902662038803,3.678077459335327,4.897160053253174,7.333343505859375,7.105444431304932,0.5289602279663086,-1.391918659210205
0.01682690717279911,7.072265625,9.212791442871094,7.428431034088135,2.3943700790405273,2.507922649383545,-1.274151086807251
0.016393695026636124,4.048069477081299,7.101253032684326,9.892292976379395,8.879533767700195,0.5721534490585327,-3.230752944946289
0.016886699944734573,2.973081350326538,9.637456893920898,3.4687438011169434,3.8237595558166504,1.9935047626495361,-5.124163627624512
0.016369394958019257,5.725293159484863,8.497612953186035,8.050338745117188,4.799896717071533,0.3001600205898285,-1.7241894006729126
0.01688731648027897,6.90305233001709,6.7191057205200195,8.806268692016602,4.7971930503845215,3.353487968444824,-0.02461678348481655
0.016064638271927834,9.320901870727539,7.925166606903076,8.771158218383789,6.3399658203125,0.7352544665336609,0.23286758363246918
0.01682773232460022,2.0362532138824463,3.2167885303497314,6.593332767486572,6.514606952667236,0.5429235100746155,-0.27073192596435547
0.016677411273121834,1.9205573797225952,6.521583080291748,9.345152854919434,5.677990436553955,0.5149596333503723,-1.88265061378479
0.016806604340672493,8.43986988067627,9.978422164916992,9.514598846435547,9.32671070098877,0.8573886156082153,0.1041320338845253
0.01603040099143982,6.116612911224365,2.187988519668579,9.832871437072754,8.19400405883789,0.772199809551239,0.4720374643802643
0.016246940940618515,8.307732582092285,9.128008842468262,8.234283447265625,4.510592460632324,1.6867165565490723,-0.2883000075817108
0.016975365579128265,5.293680191040039,2.7923264503479004,9.278043746948242,8.9793701171875,0.738595724105835,0.3890523314476013
0.016255415976047516,6.657683849334717,6.192293167114258,8.505635261535645,7.902825832366943,3.0358636379241943,-4.18110990524292
0.01630239002406597,4.9696125984191895,9.45678424835205,9.304388999938965,2.409358263015747,6.427748680114746,-1.3648531436920166
0.01621290296316147,8.998011589050293,6.3388848304748535,7.1877760887146,3.2191736698150635,0.12802253663539886,-0.21357521414756775
0.016857951879501343,7.291994571685791,6.485595703125,8.303367614746094,8.771737098693848,2.305417060852051,0.42264753580093384
0.016328932717442513,7.990112781524658,8.779279708862305,9.42569637298584,8.891449928283691,0.618780791759491,-1.4129844903945923
0.016308017075061798,7.959334373474121,8.073102951049805,4.634573936462402,2.1340816020965576,-0.31556642055511475,-0.8229842185974121
0.0167950838804245,5.586430072784424,7.46567964553833,5.4107513427734375,7.54182243347168,0.7545729875564575,-0.13968616724014282
0.016224870458245277,5.207371234893799,9.588133811950684,9.030742645263672,7.354808807373047,0.5337157845497131,-1.6076648235321045
0.016734162345528603,7.43801212310791,9.67674446105957,8.643098831176758,7.976580619812012,0.6290203332901001,-0.42645761370658875
0.016414379701018333,6.038472652435303,9.144052505493164,9.767446517944336,7.678179740905762,0.5026322603225708,-3.150334358215332
0.016481632366776466,4.41563081741333,9.291213035583496,7.019395351409912,8.642587661743164,0.5793684124946594,-3.802478313446045
0.01696416176855564,2.7290027141571045,7.053330898284912,4.747596740722656,9.34726619720459,0.6427883505821228,-0.3451538681983948
0.016865374520421028,6.453011512756348,3.752340316772461,9.119810104370117,7.621192455291748,0.5409001708030701,-0.14208927750587463
0.016429927200078964,2.9308745861053467,6.728460311889648,4.327497959136963,5.222915172576904,2.777491569519043,-3.8625338077545166
0.01689109019935131,1.6312286853790283,3.854323625564575,5.2700371742248535,8.533597946166992,4.751403331756592,-1.392335057258606
0.016918020322918892,1.0108486413955688,8.227771759033203,7.328639030456543,7.932585716247559,7.380543231964111,-1.4581129550933838
0.016097700223326683,2.3092222213745117,8.396317481994629,4.9174113273620605,9.482075691223145,3.696293830871582,-2.9810850620269775
0.016050348058342934,6.073552131652832,8.072428703308105,4.0506911277771,1.7335792779922485,-0.4371519088745117,-3.456819534301758
0.016002770513296127,3.9831044673919678,3.738708972930908,8.451719284057617,9.312511444091797,0.6177704334259033,-1.0857491493225098
0.016251513734459877,1.1498228311538696,8.101778984069824,5.555559158325195,6.726060390472412,0.5955981016159058,-2.8207714557647705
0.01642075553536415,8.05007553100586,6.59365701675415,9.860841751098633,7.590699195861816,0.32392650842666626,-5.15344762802124
0.016724200919270515,8.336457252502441,6.172450065612793,9.835862159729004,7.813368320465088,2.646373748779297,-4.359235763549805
0.016029156744480133,8.659421920776367,8.252737998962402,8.241341590881348,2.609504461288452,1.5394659042358398,-5.113155841827393
0.016579139977693558,5.12199068069458,8.735967636108398,8.042805671691895,8.116825103759766,0.5574278831481934,-1.7784868478775024
0.01640423759818077,5.954082489013672,9.241589546203613,6.576186656951904,9.784029006958008,1.7179797887802124,-7.204504013061523
0.01658494397997856,6.459755897521973,3.3508481979370117,7.984460830688477,6.904452800750732,2.6126928329467773,-1.567746639251709
0.016054559499025345,1.589767336845398,4.962159633636475,9.841035842895508,8.037235260009766,9.389519691467285,-2.0448601245880127
0.016199061647057533,6.4725446701049805,7.7977752685546875,6.40006685256958,7.003513336181641,1.1295311450958252,-5.550882339477539
0.016405029222369194,4.756069660186768,6.862380504608154,9.38511848449707,4.148938179016113,6.169235706329346,-3.791806697845459
0.016892574727535248,2.87270450592041,7.526272773742676,5.647481918334961,8.42448902130127,0.5802503228187561,-5.209500789642334
0.01605202630162239,3.07608962059021,7.451025485992432,6.27272367477417,8.119745254516602,0.5946196913719177,-1.5335865020751953
0.016143687069416046,4.6136674880981445,8.083346366882324,7.26176643371582,3.4031639099121094,4.3398613929748535,-1.2891558408737183
0.016739442944526672,7.907358169555664,8.831558227539062,8.93227481842041,7.046102046966553,0.45659369230270386,-6.999411582946777
0.016891708597540855,1.298332691192627,7.870426177978516,9.901816368103027,6.696282386779785,0.6158002018928528,-4.826869487762451
0.01634032465517521,2.9519917964935303,8.3549222946167,3.921351194381714,7.210125923156738,2.16852068901062,-4.409541606903076
0.01657549850642681,7.305830955505371,4.739602088928223,9.889948844909668,7.848843097686768,0.5353312492370605,-3.3297693729400635
0.016926351934671402,5.528162956237793,9.136734962463379,8.327675819396973,2.1701102256774902,5.14368200302124,-0.9896196722984314
0.016280310228466988,3.809206008911133,9.213095664978027,7.994413375854492,6.739073276519775,0.5076342225074768,-1.2687593698501587
0.016949618235230446,6.037014007568359,6.000263690948486,6.42749547958374,6.195796489715576,1.6476385593414307,-3.5274078845977783
0.016802065074443817,3.1444079875946045,9.25688648223877,6.657343864440918,7.480580806732178,4.7118754386901855,-6.569895267486572
0.016573235392570496,4.586526870727539,4.916872024536133,8.65694808959961,6.005333423614502,0.4272131025791168,-0.5769097805023193
0.016318904235959053,5.0356268882751465,8.84273910522461,4.315793991088867,7.1382575035095215,0.4377940595149994,-6.430206298828125
0.016061576083302498,6.261167526245117,7.926037788391113,5.439914226531982,3.7484962940216064,0.8262679576873779,-5.110816955566406
0.016724886372685432,4.3014140129089355,9.821094512939453,6.346462726593018,9.877389907836914,0.6842198371887207,-1.0918357372283936
