Frequency,PLV
6,0.3296580517132155
7,0.35783899260583096
8,0.4038672358706129
9,0.45082686814179046
10,0.48229361074269966
11,0.48992362524699024
12,0.47662945646712457
13,0.45258744241796584
14,0.42717603353929695
15,0.4033381351160358
16,0.3779659540628689
17,0.34651594227938104
18,0.3077286279526517
19,0.26544971331604605
20,0.2267027667143369
21,0.19740183911551631
22,0.17874892778089088
23,0.16690197240445556
24,0.15589471064362107
25,0.14136161571649342
26,0.12253254548330293
27,0.1019563925164135
28,0.08408972998402556
29,0.07362100672908742
