Frequency,PLV
6,0.38118910115225896
7,0.38413696189363555
8,0.3888046171001188
9,0.3929804028498033
10,0.3939015187138649
11,0.38880624823703264
12,0.3755430460511548
13,0.3531386579184592
14,0.3221632543909243
15,0.2847244097283281
16,0.24403481475529937
17,0.20368305053105773
18,0.166870794151727
19,0.13587427567437654
20,0.11185406820712132
21,0.09496795923281443
22,0.08463681633432268
23,0.07981532428940505
24,0.07919711442096991
25,0.0813662118605787
26,0.08493635394039116
27,0.08869103892899985
28,0.0916948776683397
29,0.09334148418210891
