Frequency,PSD
6.0,0.44834790287706394
6.08,0.44894693389783474
6.16,0.4501317609744835
6.24,0.4518766570896766
6.32,0.45414484232540364
6.4,0.45689052921485607
6.48,0.4600614472372804
6.5600000000000005,0.46360169126149925
6.640000000000001,0.4674547213152009
6.72,0.4715663353258925
6.8,0.47588744253585674
6.88,0.4803764823473197
6.96,0.4850013598279937
7.04,0.48974080279370646
7.12,0.4945850836511351
7.2,0.4995360892025563
7.28,0.5046067605990712
7.36,0.5098199610481573
7.44,0.5152068586386437
7.5200000000000005,0.5208049342037238
7.6000000000000005,0.5266557385883281
7.68,0.532802529740195
7.76,0.5392879180069443
7.84,0.5461516386902818
7.92,0.5534285554551385
8.0,0.5611469780358109
8.08,0.5693273543657389
8.16,0.5779813723388018
8.24,0.5871114813709521
8.32,0.5967108201189604
8.4,0.6067635153001221
8.48,0.6172452985173215
8.56,0.6281243740925906
8.64,0.6393624616962307
8.72,0.6509159333479198
8.8,0.6627369652426686
8.88,0.6747746306482132
8.96,0.6869758704001978
9.040000000000001,0.6992862915942728
9.120000000000001,0.711650762000891
9.200000000000001,0.7240137863613315
9.28,0.7363196697673441
9.36,0.7485124914244429
9.44,0.7605359279329145
9.52,0.7723329776244474
9.6,0.7838456455569869
9.68,0.7950146519346053
9.76,0.8057792248290058
9.84,0.816077031408996
9.92,0.8258442911122049
10.0,0.8350161003331097
10.08,0.8435269824960485
10.16,0.851311661170968
10.24,0.8583060384676762
10.32,0.8644483474262703
10.4,0.8696804363342614
10.48,0.8739491353153772
10.56,0.8772076512459092
10.64,0.8794169358129268
10.72,0.8805469728203545
10.8,0.8805779340064375
10.88,0.8795011569684839
10.96,0.8773199037090351
11.040000000000001,0.8740498634376458
11.120000000000001,0.8697193684667827
11.200000000000001,0.8643692974896058
11.28,0.8580526466165181
11.36,0.8508337558136116
11.44,0.8427871873805373
11.52,0.8339962642483065
11.6,0.8245512893206273
11.68,0.8145474825996788
11.76,0.8040826897659231
11.84,0.7932549331252379
11.92,0.7821598919365589
12.0,0.7708884124027516
12.08,0.7595241563166212
12.16,0.7481414999428122
12.24,0.7368037900101758
12.32,0.7255620510887189
12.4,0.7144542182444459
12.48,0.7035049415964887
12.56,0.6927259768933893
12.64,0.6821171407764184
12.72,0.6716677737612877
12.8,0.6613586211026861
12.88,0.6511640144780885
12.96,0.6410542183244314
13.040000000000001,0.6309977955184737
13.120000000000001,0.6209638488848683
13.200000000000001,0.6109240077380907
13.280000000000001,0.6008540513027301
13.36,0.5907350914751315
13.44,0.5805542733092995
13.52,0.5703049896696926
13.6,0.5599866433600178
13.68,0.5496040225344346
13.76,0.5391663806171438
13.84,0.5286863283150338
13.92,0.5181786515267935
14.0,0.5076591649373786
14.08,0.4971436977092755
14.16,0.4866472866559446
14.24,0.47618362596432645
14.32,0.4657647936620302
14.4,0.4554012464377313
14.48,0.4451020487733678
14.56,0.4348752818547469
14.64,0.4247285639909906
14.72,0.41466960815028875
14.8,0.4047067437893175
14.88,0.3948493387597344
14.96,0.38510807143428505
15.040000000000001,0.3754950215606161
15.120000000000001,0.36602356870838004
15.200000000000001,0.35670810744977166
15.280000000000001,0.3475636066685838
15.36,0.3386050550019928
15.44,0.32984684419868593
15.52,0.3213021464678949
15.6,0.31298234059259566
15.68,0.30489653511537806
15.76,0.2970512261693787
15.84,0.28945011376712687
15.92,0.2820940850464059
16.0,0.2749813576463677
16.080000000000002,0.26810776251536184
16.16,0.26146713428875246
16.240000000000002,0.2550517698524211
16.32,0.2488529123589161
16.4,0.24286121888775303
16.48,0.23706717481311473
16.56,0.23146142606018522
16.64,0.22603501080627109
16.72,0.2207794836501787
16.8,0.21568693662060215
16.88,0.21074993148862656
16.96,0.20596136575150303
17.04,0.2013142997069163
17.12,0.19680177391674936
17.2,0.19241664509417694
17.28,0.18815146438982439
17.36,0.1839984158191752
17.44,0.1799493249621426
17.52,0.17599573995563772
17.6,0.17212907905007793
17.68,0.16834083235972017
17.76,0.1646228004723036
17.84,0.16096734963930737
