Frequency,PLV
6,0.32239971230174386
7,0.33404191746883466
8,0.35316876205715003
9,0.3737596349350867
10,0.388819170977199
11,0.39027624168533986
12,0.3704393231390872
13,0.32673690093271895
14,0.267695015643392
15,0.2103170339389687
16,0.1669488856541194
17,0.1380975342188113
18,0.11942095443083992
19,0.10904695752633055
20,0.10597744213527484
21,0.10645289313938582
22,0.1043190423277598
23,0.095662671729685
24,0.0844568141921045
25,0.08049725484662054
26,0.08768931686591339
27,0.09769225982038549
28,0.10054771266324036
29,0.09785996038032269
