Frequency,PLV
6,0.05258109747500525
7,0.05287695679583488
8,0.05344586776777264
9,0.0542489721326453
10,0.05524286854794581
11,0.05639246621952037
12,0.05768140638006506
13,0.05911701308793953
14,0.06072833141026979
15,0.06255775306909891
16,0.06464842603841306
17,0.06703061950452607
18,0.06971025341796211
19,0.07266199304556357
20,0.07582798696923322
21,0.0791219295281865
22,0.08243704278847783
23,0.08565602347723729
24,0.08866101413408901
25,0.09134210282970677
26,0.09360352065508855
27,0.09536738151157288
28,0.09657534141515738
29,0.09718886544580474
