Frequency,PLV
6,0.07431769079150796
7,0.08168099930041613
8,0.09897054232737514
9,0.1291759145373165
10,0.17159057021163063
11,0.2187296041038641
12,0.2584277993998049
13,0.2806264418907681
14,0.2829979600668459
15,0.2706138121847097
16,0.250961166949916
17,0.22939926501761407
18,0.20825771708631993
19,0.18858107603473842
20,0.17163666552622378
21,0.15871047041030775
22,0.15006359880572953
23,0.14470887778617972
24,0.14142689231786024
25,0.13981838805001642
26,0.14019586454002017
27,0.14257047144203586
28,0.14588893002610911
29,0.14829357066693216
