x,y
1,0.06283185307179587
2,0.09510955829563811
3,0.13232980686162688
4,0.1657310561279053
5,0.21504332610869256
6,0.28517608569377956
7,0.32610839333307573
8,0.37747180970185845
9,0.44640662954898275
10,0.47722462349961253
11,0.490041822269363
12,0.5013002235237787
13,0.5294172052848619
14,0.5541575102603542
15,0.5989655585785898
16,0.6413821671922555
17,0.6739505073826463
18,0.7169189437096513
19,0.7422940188215975
20,0.7622388660250302
21,0.8023350029864142
22,0.809672826388259
23,0.8125769807333052
24,0.8416967377636959
25,0.8881674033322733
26,0.9466659353560261
27,1.0120760498782795
28,1.0418776804864434
29,1.0680164657183076
30,1.1087243091359928
31,1.1378127056885419
32,1.1760521861315292
33,1.2230891701935187
34,1.2895586469800633
35,1.3061789432015016
36,1.291540660097798
37,1.2769261609928186
38,1.2791178964498322
39,1.276789444725625
40,1.270812628085823
41,1.2837574129066522
42,1.2764229738090114
43,1.2882867830383309
44,1.2873974335734615
45,1.285012372884114
46,1.2789222753602338
47,1.2792913282186753
48,1.2905371294136443
49,1.306050317170662
50,1.3029309428562215
51,1.3118421458769465
52,1.3244077902876565
53,1.325644726265349
54,1.3235269099725508
55,1.3363278254800286
56,1.3502546028683386
57,1.3428173479273369
58,1.348315672281642
59,1.376990311664431
60,1.4030215352256428
61,1.4197504028506298
62,1.4168065652481008
63,1.4098910953486001
64,1.4189446936951153
65,1.4296564025019463
66,1.452845543006806
67,1.4698258969895983
68,1.4938313316853518
69,1.524524767399658
70,1.5530981946773232
71,1.596898433263371
72,1.6200584829123976
73,1.63321363524957
74,1.6383300961940837
75,1.6361450277528025
76,1.63902204185816
77,1.6423897426094223
78,1.6262608821230193
79,1.6293796195919583
80,1.6274202060904406
81,1.6321402085783605
82,1.638296131672195
83,1.6539570540624895
84,1.66576797726671
85,1.6870537630042561
86,1.7112396182889433
87,1.7177283096358675
88,1.7447175579772454
89,1.7563093986645735
90,1.7489176512618188
91,1.7501621255393507
92,1.7567387401668637
93,1.7600656385514095
94,1.7409650471892457
95,1.7204308769206427
96,1.7202076426608166
97,1.7212127638022523
98,1.707251749888658
99,1.6840664383928101
100,1.6700057709485674
101,1.6538543048504402
102,1.6353102126229597
103,1.6631768554032802
104,1.6762356027640766
105,1.677081003623137
106,1.6493325101727851
107,1.6237658805354167
108,1.6166299220211702
109,1.5967582486457004
110,1.569771759529875
111,1.5635695364386506
112,1.5819451996751699
113,1.5918339708157332
114,1.6000605445654346
115,1.6025716531900294
116,1.606459887601877
117,1.6031750547238264
118,1.6048463029488151
119,1.593083097111598
120,1.5895917007203975
121,1.582794581002942
122,1.5748438538101381
123,1.5730590377730342
124,1.594593143522412
125,1.5978103739483822
126,1.575091822067514
127,1.5725198310922057
128,1.5767379278791631
129,1.560506053900644
130,1.5496024726194302
131,1.5534265499832882
132,1.5691771871909144
133,1.5984434253140278
134,1.6252528876417691
135,1.647515033821712
136,1.6474652223272581
137,1.6512647657879742
138,1.6432092595625019
139,1.6338910205541919
140,1.6293696223510834
141,1.6196782733626889
142,1.6244159141945946
143,1.6100387969768584
144,1.601699998181997
145,1.6268438780717804
146,1.6511092782583412
147,1.6566684657805013
148,1.6668350169603043
149,1.687197260171797
150,1.715022858528992
151,1.7315271466782944
152,1.7370728875603563
153,1.7349014051978964
154,1.7478638955950665
155,1.7623722470873886
156,1.748826547348117
157,1.7484358323562226
158,1.7513305271067447
159,1.7371790800595681
160,1.7202076393953432
161,1.6867045863430434
162,1.6762312274036126
163,1.65214440697315
164,1.6468410943840668
165,1.6641096205167856
166,1.651540044633378
167,1.6165736388665273
168,1.63332291870084
169,1.6440823264053173
170,1.6274455139173676
171,1.6396713679558794
172,1.6407648790718008
173,1.6297045768764933
174,1.6069724821573121
175,1.553884175691079
176,1.5690500722985958
177,1.5998161966567546
178,1.5874040862559862
179,1.5940294748853392
180,1.6150132774444999
181,1.632348714951425
182,1.6250136964390303
183,1.6098901356748538
184,1.6167795425962561
185,1.6289707949640717
186,1.6522407202670326
187,1.6695916000908426
188,1.6654686842378312
189,1.6767644100578747
190,1.6964916816582931
191,1.7168911128179194
192,1.7237518879915812
193,1.7451941913515334
194,1.7479036317159495
195,1.7331913819199662
196,1.728583259453088
197,1.7312315313210702
198,1.7055927045560295
199,1.700304710058063
200,1.6980156813434095
201,1.728136562765799
202,1.7223711072788859
203,1.711113137274618
204,1.693206808848132
205,1.665288588268498
206,1.6393641582041811
207,1.6606322455830287
208,1.6883311115748654
209,1.6845096022399828
210,1.663767588157733
211,1.6428815340344494
212,1.6615904199452718
213,1.620674135743488
214,1.5980484339944192
215,1.5622195540177426
216,1.5447527382971844
217,1.5790158464122763
218,1.6056797175989876
219,1.6246794152105468
220,1.6496506432466564
221,1.6557835759909738
222,1.6642428423032787
223,1.6217972332652655
224,1.5815025221463062
225,1.567220005257613
226,1.5617311455742218
227,1.515086434498271
228,1.5075153071562744
229,1.504245796201611
230,1.493825125627976
231,1.499771966272994
232,1.5015203875710477
233,1.4964912345527992
234,1.470388229278446
235,1.4622330320018362
236,1.4408358562228112
237,1.4784056218090753
238,1.5277272229133898
239,1.5660680033593521
240,1.6123483210201794
241,1.6263081208249208
242,1.6364935398410403
243,1.6499454437427057
244,1.6581358940295279
245,1.6652868511521284
246,1.6623732595587932
247,1.676059454811572
248,1.6919231757846935
249,1.7104918964355083
250,1.706276146663304
251,1.6763739333086924
252,1.6727389643299913
253,1.7018840799171913
254,1.706091348325021
255,1.705524986228539
256,1.736233546314956
257,1.7945441419065962
258,1.8118011687067443
259,1.8135288344956757
260,1.8361873961714672
261,1.8750926202252403
262,1.8944067793101123
263,1.9061121896567848
264,1.903933511651249
265,1.9138236569558489
266,1.9395317483214185
267,1.9483697037852385
268,1.9445328871130523
269,1.8929783651077858
270,1.8591042221366936
271,1.8634141944765183
272,1.8895565973068484
273,1.8943009390467613
274,1.9233608117482577
275,1.9275492025313203
