Frequency,PLV
6,0.3504730203124736
7,0.35609863022436017
8,0.36568679520771374
9,0.3754150836898616
10,0.3792838131184954
11,0.3706859495871699
12,0.3454947736548027
13,0.30484720264159065
14,0.2553175500087868
15,0.20593583535092647
16,0.1640378300933249
17,0.13272246925721543
18,0.11108359704075488
19,0.0962112576100218
20,0.08521086834984024
21,0.0762663270319683
22,0.06881074723896739
23,0.06324860042552974
24,0.06048014081536682
25,0.06125713759556636
26,0.06548824573138448
27,0.07186345245929196
28,0.0781398072686961
29,0.08200027478674332
