Frequency,PLV
6,0.36314131132195504
7,0.36587475261132973
8,0.37086399457691765
9,0.37555936625625674
10,0.37439445525864856
11,0.360580155891874
12,0.3301458481380609
13,0.2853058801016472
14,0.23433057977194577
15,0.18760563976461303
16,0.1525139000723033
17,0.13080033282039083
18,0.11990287632532738
19,0.11616715327313265
20,0.1167159930900081
21,0.11906770424297276
22,0.12029108024778944
23,0.11756652851040515
24,0.10997690583014534
25,0.09968234324816257
26,0.0908929530062531
27,0.08692411228110415
28,0.0876140886982709
29,0.08960816464472088
