t,raw
0.0,0.31445715
1.0,0.29569048
2.0,0.11009871
3.0,0.22399268
4.0,0.45570183
5.0,0.6182677
6.0,0.539692
7.0,0.28102094
8.0,0.34015134
9.0,0.062170945
10.0,0.008481073
11.0,0.11231104
12.0,0.28778726
13.0,0.045811668
14.0,-0.18807551
15.0,-0.44778427
16.0,-0.66354585
17.0,-0.85511804
18.0,-1.135196
19.0,-0.94049424
20.0,-0.9231906
21.0,-0.97758865
22.0,-0.83102757
23.0,-0.92531353
24.0,-0.68727916
25.0,-0.2799851
26.0,-0.30129528
27.0,-0.20216519
28.0,-0.16671415
29.0,-0.17502132
30.0,-0.21854381
31.0,-0.14357226
32.0,0.11699892
33.0,-0.28219506
34.0,-0.6798642
35.0,-0.22164997
36.0,-0.26854786
37.0,-0.08049107
38.0,-0.36563456
39.0,-0.17653278
40.0,0.14131588
41.0,0.36108133
42.0,0.40953204
43.0,0.28767303
44.0,0.775742
45.0,0.8139152
46.0,0.8008493
47.0,1.1782014
48.0,1.3621619
49.0,1.5871705
50.0,1.6063694
51.0,1.8017566
52.0,1.459937
53.0,1.3371851
54.0,1.3539758
55.0,1.449411
56.0,1.6374648
57.0,1.4821004
58.0,1.3625675
59.0,1.3861941
60.0,1.4911928
61.0,1.6819049
62.0,1.5543672
63.0,1.5956011
64.0,1.7064312
65.0,1.807766
66.0,1.8157964
67.0,1.6906922
68.0,1.5488676
69.0,1.9497474
70.0,1.6317352
71.0,1.7949889
72.0,1.8028119
73.0,1.4759291
74.0,1.2040266
75.0,1.1448816
76.0,1.0696024
77.0,1.0950735
78.0,1.2248235
79.0,1.2836452
80.0,1.3629949
81.0,1.0477726
82.0,0.5104953
83.0,0.28934062
84.0,0.053719416
85.0,-0.2950953
86.0,-0.15697028
87.0,-0.28415605
88.0,-0.23675774
89.0,-0.6839765
90.0,-1.0331899
91.0,-1.0872211
92.0,-1.3454037
93.0,-1.3327081
94.0,-1.1722382
95.0,-1.0208297
96.0,-0.9991125
97.0,-1.0075234
98.0,-0.9906433
99.0,-0.8183101
100.0,-0.7231804
101.0,-0.98788095
102.0,-0.983922
103.0,-0.81046414
104.0,-0.4413798
105.0,-0.4253703
106.0,-0.26285872
107.0,-0.36144292
108.0,-0.58732563
109.0,-0.7337063
110.0,-0.90843534
111.0,-0.7658772
112.0,-0.80867225
113.0,-0.5773712
114.0,-0.32072896
115.0,-0.41596332
116.0,-0.30400738
117.0,-0.14733303
118.0,-0.08252631
119.0,-0.038214006
120.0,0.07852107
121.0,-0.19275284
122.0,-0.49741605
123.0,-0.45946518
124.0,-0.23238683
125.0,-0.11547903
126.0,-0.0681648
127.0,0.3567599
128.0,0.5915283
129.0,0.59173554
130.0,0.80225414
131.0,0.6498725
132.0,0.66905725
133.0,0.78109103
134.0,0.64688367
135.0,1.0240908
136.0,1.0028207
137.0,0.8913693
138.0,0.79395664
139.0,0.89598066
140.0,0.49188322
141.0,0.18992424
142.0,0.24906036
143.0,0.20702502
144.0,-5.170217e-5
145.0,-0.15440647
146.0,-0.10604044
147.0,0.25733757
148.0,0.4188313
149.0,0.643806
150.0,0.93238485
151.0,1.0118543
152.0,1.2607394
153.0,1.2436128
154.0,1.2458534
155.0,0.7058745
156.0,0.6067981
157.0,0.55464387
158.0,0.55208695
159.0,0.79154897
160.0,0.8097942
161.0,0.9261498
162.0,0.9741036
163.0,0.8626763
164.0,0.93466616
165.0,1.001705
166.0,1.2946048
167.0,1.4395224
168.0,0.8981569
169.0,1.0906756
170.0,1.2212211
171.0,1.3224124
172.0,1.0487442
173.0,0.7230361
174.0,0.79980385
175.0,0.82317084
176.0,0.9547651
177.0,0.8940914
178.0,0.95408946
179.0,1.5201348
180.0,1.4086691
181.0,1.2620481
182.0,1.1442649
183.0,0.8439091
184.0,0.8269358
185.0,0.66048694
186.0,0.42748362
187.0,0.34586462
188.0,0.492146
189.0,0.33592495
190.0,0.14634351
191.0,0.45497885
192.0,0.48830813
193.0,0.20488124
194.0,0.05544276
195.0,0.33427793
196.0,-0.11163217
197.0,0.0554496
198.0,-0.14943442
199.0,-0.3381251
200.0,-0.49840242
201.0,-0.46857625
202.0,-0.21111651
203.0,-0.23245451
204.0,-0.527475
205.0,-0.5010679
206.0,-0.7001851
207.0,-0.9050479
208.0,-1.2106344
209.0,-1.5319086
210.0,-1.3557086
211.0,-1.4673514
212.0,-1.2403823
213.0,-1.2513376
214.0,-1.2120293
215.0,-1.1692705
216.0,-1.1528398
217.0,-0.8715792
218.0,-0.8258112
219.0,-0.9657479
220.0,-0.9472061
221.0,-0.973051
222.0,-0.75697136
223.0,-1.0689281
224.0,-1.0686172
225.0,-1.1243714
226.0,-1.136743
227.0,-0.8283903
228.0,-0.93721855
229.0,-0.9763518
230.0,-1.0562117
231.0,-1.0078273
232.0,-1.123357
233.0,-1.1755475
234.0,-1.407915
235.0,-1.1522696
236.0,-0.78107595
237.0,-1.0796686
238.0,-1.3623083
239.0,-1.2094172
240.0,-1.1434755
241.0,-1.1420609
242.0,-0.8484272
243.0,-0.7507873
244.0,-0.43356445
245.0,-0.595327
246.0,-0.5358608
247.0,-0.46842206
248.0,-0.09832557
249.0,-0.30345157
250.0,-0.5344004
251.0,-0.80977213
252.0,-1.1626927
253.0,-1.1190872
254.0,-1.0299675
255.0,-1.0971476
256.0,-0.85729605
257.0,-1.2317027
258.0,-1.090612
259.0,-0.87616754
260.0,-0.64789504
261.0,-0.56323856
262.0,-0.49045938
263.0,-0.295114
264.0,-0.3575878
265.0,-0.1367686
266.0,0.09287475
267.0,0.19751842
268.0,0.28319663
269.0,0.38334143
270.0,0.86894447
271.0,0.7477022
272.0,0.52823335
273.0,0.5484526
274.0,0.4235517
275.0,0.17183998
276.0,0.35641646
277.0,0.3789502
278.0,0.31694102
279.0,0.6440817
280.0,0.92460513
281.0,0.9705871
282.0,1.3035356
283.0,1.3992786
284.0,1.4762402
285.0,1.472776
286.0,1.123932
287.0,1.1367308
288.0,1.3464309
289.0,1.4034986
290.0,1.4258819
291.0,1.532163
292.0,1.3611069
293.0,1.4210585
294.0,1.0629474
295.0,1.1841218
296.0,1.3325226
297.0,1.1293606
298.0,1.3767343
299.0,1.15471
300.0,0.9524535
301.0,1.2576563
302.0,1.4318892
303.0,1.0937569
304.0,0.6184583
305.0,0.41644076
306.0,0.31426698
307.0,0.055220168
308.0,-0.24781044
309.0,-0.303605
310.0,-0.6967572
311.0,-0.8108067
312.0,-0.53104573
313.0,-0.38954034
314.0,-0.04657311
315.0,-0.21345298
316.0,0.084148236
317.0,0.10047417
318.0,-0.0634987
319.0,-0.18094845
320.0,-0.20118007
321.0,-0.03342938
322.0,-0.056920826
323.0,-0.1193889
324.0,-0.05266585
325.0,-0.085990034
326.0,-0.12454445
327.0,-0.06513444
328.0,-0.2943944
329.0,-0.14088394
330.0,0.10627719
331.0,0.16519052
332.0,-0.22069097
333.0,-0.028815076
334.0,-0.16536203
335.0,0.12004689
336.0,-0.16531228
337.0,-0.049378958
338.0,-0.33698556
339.0,-0.33233434
340.0,-0.31494796
341.0,-0.33045307
342.0,-0.061999176
343.0,-0.20287739
344.0,-0.5343812
345.0,-0.47422075
346.0,-0.61773175
347.0,-0.8823308
348.0,-0.9688209
349.0,-0.5883994
350.0,-1.1292537
351.0,-1.2403306
352.0,-1.5045562
353.0,-1.1205621
354.0,-1.3220123
355.0,-1.1546153
356.0,-1.2480463
357.0,-1.2909143
358.0,-1.4637569
359.0,-1.5125037
360.0,-1.2874308
361.0,-0.78200555
362.0,-0.4864832
363.0,-0.61720145
364.0,-0.42744747
365.0,-0.90241885
366.0,-1.2389809
367.0,-0.9486214
368.0,-0.71260667
369.0,-0.71215856
370.0,-0.9479669
371.0,-0.79654086
372.0,-0.73777163
373.0,-0.15495197
374.0,0.22581348
375.0,0.42561945
376.0,0.46817645
377.0,0.3891617
378.0,0.23143451
379.0,-0.1775987
380.0,-0.5818025
381.0,-0.7432995
382.0,-0.44497702
383.0,-0.88090575
384.0,-0.8479728
385.0,-1.0673856
386.0,-0.9209995
387.0,-0.75303257
388.0,-0.09315044
389.0,-0.17955409
390.0,-0.1282655
391.0,-0.53615725
392.0,-0.81429076
393.0,-0.53151864
394.0,-0.42190793
395.0,-0.43456793
396.0,-0.35343042
397.0,-0.39022762
398.0,-0.27509314
399.0,-0.23853485
400.0,0.026979871
401.0,-0.26645562
402.0,-0.31929103
403.0,-0.32094324
404.0,-0.16312392
405.0,-0.6440129
406.0,-0.58451045
407.0,-0.6218079
408.0,-0.36187583
409.0,-0.620748
410.0,-0.2955867
411.0,-0.1933514
412.0,-0.42147303
413.0,-0.40799737
414.0,-0.67626894
415.0,-0.49346873
416.0,-0.48384312
417.0,-0.2732523
418.0,-0.20724286
419.0,-0.32131934
420.0,-0.5498672
421.0,-0.55742604
422.0,-0.3240917
423.0,-0.19100465
424.0,-0.5290352
425.0,-0.68341917
426.0,-0.62834585
427.0,-1.0721021
428.0,-1.2682061
429.0,-0.8050485
430.0,-0.5750255
431.0,-0.5205637
432.0,-0.235888
433.0,-0.10999959
434.0,-0.22700712
435.0,-0.32000065
436.0,-0.37764865
437.0,-0.3511591
438.0,-0.061107267
439.0,0.16869877
440.0,0.072576456
441.0,0.047470547
442.0,0.3165351
443.0,0.5360669
444.0,0.6926294
445.0,0.6358636
446.0,0.607162
447.0,0.5151815
448.0,0.41386166
449.0,0.64002454
450.0,-0.08898736
451.0,0.36499742
452.0,0.27798522
453.0,0.30741036
454.0,0.30466405
455.0,-0.09345748
456.0,-0.068012156
457.0,0.11945862
458.0,0.1686494
459.0,0.45692417
460.0,1.026212
461.0,0.7150327
462.0,0.5818613
463.0,0.39781117
464.0,0.26544368
465.0,0.29802692
466.0,0.3106284
467.0,0.52097756
468.0,0.4850677
469.0,0.39257824
470.0,0.112827435
471.0,0.3168317
472.0,0.32806233
473.0,0.042365324
474.0,-0.031047408
475.0,-0.44574326
476.0,-0.5677344
477.0,-0.35867783
478.0,0.0415456
479.0,-0.35918215
480.0,-0.20625806
481.0,0.15660284
482.0,0.085932165
483.0,0.47109938
484.0,0.44838363
485.0,1.0165892
486.0,1.0194668
487.0,0.7953969
488.0,0.7314571
489.0,0.76393783
490.0,0.9114205
491.0,0.9058538
492.0,1.0211459
493.0,0.9942282
494.0,0.68457824
495.0,0.99986356
496.0,1.1118523
497.0,1.0849814
498.0,1.406082
499.0,1.4935459
500.0,1.591194
501.0,1.856501
502.0,1.7232474
503.0,1.9282213
504.0,1.7078425
505.0,1.6035223
506.0,1.7153183
507.0,1.8291297
508.0,1.939687
509.0,1.7056047
510.0,1.5186749
511.0,1.4897784
512.0,1.3825631
513.0,1.324158
514.0,1.5332798
515.0,1.2439833
516.0,1.1497353
517.0,0.9986742
518.0,1.0085026
519.0,0.81990814
520.0,0.4818428
521.0,0.327104
522.0,0.4328465
523.0,0.31885558
524.0,0.36784822
525.0,0.34408104
526.0,0.3234326
527.0,0.19465733
528.0,-0.12724961
529.0,-0.4719332
530.0,-0.8588516
531.0,-0.9392777
532.0,-0.8386641
533.0,-0.8686668
534.0,-1.3866872
535.0,-1.6117107
536.0,-1.7637686
537.0,-1.4592696
538.0,-1.7252043
539.0,-1.5489929
540.0,-1.6262608
541.0,-2.0267844
542.0,-1.9538096
543.0,-1.5690672
544.0,-1.3499178
545.0,-1.3841027
546.0,-1.4281824
547.0,-1.534118
548.0,-1.6459488
549.0,-1.5378604
550.0,-1.2478535
551.0,-1.1136215
552.0,-1.1435835
553.0,-1.1184567
554.0,-1.0401536
555.0,-0.7055021
556.0,-0.25040564
557.0,-0.14566724
558.0,-0.1287873
559.0,-0.52600795
560.0,-0.6683533
561.0,-0.8678535
562.0,-0.64419085
563.0,-0.6897743
564.0,-0.91143954
565.0,-0.8926022
566.0,-0.791688
567.0,-0.6808168
568.0,-0.53562343
569.0,-0.71288574
570.0,-0.6912032
571.0,-0.6139678
572.0,-0.65131044
573.0,-0.56698793
574.0,-0.6481544
575.0,-0.5331972
576.0,-0.8984469
577.0,-0.7226498
578.0,-0.7834302
579.0,-0.5440051
580.0,-0.5076885
581.0,-0.49822187
582.0,-0.74039036
583.0,-0.492701
584.0,-0.7940051
585.0,-0.7359072
586.0,-0.83349097
587.0,-0.7940493
588.0,-0.7751151
589.0,-0.72423667
590.0,-0.7677869
591.0,-0.817366
592.0,-0.82980853
