t,raw
0.0,0.31995514
1.0,0.35089502
2.0,0.57033044
3.0,0.9341465
4.0,0.86117554
5.0,1.0168682
6.0,1.2712126
7.0,1.4280086
8.0,1.2860274
9.0,1.4421813
10.0,1.4818549
11.0,1.5540344
12.0,1.5537381
13.0,1.4970251
14.0,1.4923362
15.0,1.5446202
16.0,1.8152916
17.0,1.6844077
18.0,1.5828899
19.0,1.5998434
20.0,1.5883721
21.0,1.7385778
22.0,1.6637855
23.0,1.7145663
24.0,1.5111004
25.0,1.3644282
26.0,1.4471042
27.0,1.7929962
28.0,1.7483344
29.0,1.9250467
30.0,2.2816424
31.0,2.3926833
32.0,2.6754441
33.0,2.669205
34.0,2.5333734
35.0,2.5751235
36.0,2.6235433
37.0,2.9455051
38.0,2.8978868
39.0,2.797461
40.0,2.7571058
41.0,2.4878113
42.0,2.377579
43.0,1.9376125
44.0,1.4911033
45.0,1.080245
46.0,0.7316514
47.0,0.43863365
48.0,0.1844404
49.0,-0.09734574
50.0,-0.31390393
51.0,-0.35230327
52.0,-0.8693546
53.0,-0.77979773
54.0,-1.0979966
55.0,-0.86164963
56.0,-1.2288653
57.0,-1.080235
58.0,-1.3109308
59.0,-1.490976
60.0,-1.5598956
61.0,-1.597222
62.0,-1.5663434
63.0,-1.6365117
64.0,-1.4916068
65.0,-1.4230127
66.0,-1.1160693
67.0,-1.1965972
68.0,-1.1182745
69.0,-1.2339778
70.0,-1.5131975
71.0,-1.5613829
72.0,-1.0782106
73.0,-0.975916
74.0,-0.7845811
75.0,-1.1772245
76.0,-1.2184281
77.0,-1.0092672
78.0,-0.8935144
79.0,-0.35039285
80.0,-0.1808413
81.0,-0.32052305
82.0,-0.44860515
83.0,-0.2832832
84.0,-0.64767593
85.0,-0.45826736
86.0,-0.31722605
87.0,-0.33987483
88.0,-0.3107383
89.0,-0.6616588
90.0,-0.3825647
91.0,-0.4334172
92.0,-0.1627231
93.0,-0.3729753
94.0,-0.040031735
95.0,0.09565911
96.0,-0.019533722
97.0,-0.27639452
98.0,-0.6413253
99.0,-0.78028786
100.0,-1.0220286
101.0,-1.0380479
102.0,-0.99498856
103.0,-1.1384081
104.0,-1.2883272
105.0,-1.4622154
106.0,-1.1448303
107.0,-0.9493444
108.0,-0.7772802
109.0,-0.65503114
110.0,-0.7043075
