t,raw
0.0,0.3070419
1.0,0.31219527
2.0,0.48886672
3.0,0.57095844
4.0,0.34730548
5.0,0.08841637
6.0,0.5280575
7.0,0.37718865
8.0,0.6012789
9.0,0.6125071
10.0,0.9231856
11.0,0.9110628
12.0,0.94912106
13.0,0.95219505
14.0,0.75406826
15.0,0.8950731
16.0,1.0571599
17.0,0.9538165
18.0,1.3156533
19.0,1.438328
20.0,1.1764802
21.0,1.0742838
22.0,1.0472387
23.0,0.83534104
24.0,0.92446744
25.0,0.71395814
26.0,0.64584404
27.0,0.4101169
28.0,0.6104369
29.0,0.71311134
30.0,1.1299708
31.0,1.102372
32.0,0.8238127
33.0,0.89072865
34.0,1.1228884
35.0,1.044867
36.0,1.1050993
37.0,1.250937
38.0,1.1277208
39.0,0.8346244
40.0,0.7525717
41.0,0.39834607
42.0,-0.007211963
43.0,0.22121046
44.0,-0.10805831
45.0,-0.083792455
46.0,0.06801188
47.0,-0.0022711237
48.0,-0.10922538
49.0,0.235143
50.0,0.6119274
51.0,0.736439
52.0,0.45061812
53.0,0.33343264
54.0,0.15976958
55.0,0.2242146
56.0,-0.08921215
57.0,-0.18510285
58.0,-0.116300754
59.0,-0.10971808
60.0,-0.26453668
61.0,-0.48849872
62.0,-0.5233753
63.0,-0.5379476
64.0,-0.7647592
65.0,-0.7450355
66.0,-0.78260815
67.0,-0.5972572
68.0,-0.46493068
69.0,-0.36630714
70.0,-0.5107957
71.0,-0.41959086
72.0,-0.38363382
73.0,-0.1688781
74.0,-0.211571
75.0,0.0015714548
76.0,-0.03805677
77.0,-0.31138474
78.0,-0.3384711
79.0,-0.3476644
80.0,-0.14915065
81.0,-0.1231588
82.0,-0.13509838
83.0,-0.26488295
84.0,-0.061012503
85.0,-0.13728777
86.0,0.032165263
87.0,-0.36940092
88.0,-0.26961324
89.0,-0.07503459
90.0,-0.1663022
91.0,0.11772899
92.0,0.40574095
93.0,0.26143336
94.0,0.32958132
95.0,0.17627235
96.0,-0.034026496
97.0,0.08053439
98.0,0.45106533
99.0,0.723384
100.0,0.51398283
101.0,0.5396984
102.0,0.39893365
103.0,0.36424032
104.0,0.4700373
105.0,0.45855284
106.0,0.06222275
107.0,0.10065777
108.0,0.053147167
109.0,0.34644377
110.0,0.38759276
111.0,0.6150264
112.0,0.60574853
113.0,0.75088674
114.0,1.1236678
115.0,0.86648786
116.0,1.0237287
117.0,0.9715347
118.0,0.78360295
119.0,0.698323
120.0,0.9017575
121.0,0.7483521
122.0,0.83372754
123.0,0.74340385
124.0,0.81570977
125.0,0.69075614
126.0,0.66111714
127.0,0.7921703
128.0,0.88986063
129.0,1.1391108
130.0,1.3017944
131.0,1.0296384
132.0,0.8601418
133.0,0.6832668
134.0,0.46147546
135.0,0.4267314
136.0,0.6257431
137.0,0.58983856
138.0,0.38334718
139.0,0.5034279
140.0,0.7525556
141.0,0.41607934
142.0,0.16041523
143.0,0.3511751
144.0,0.1914776
145.0,0.06515048
146.0,0.075793296
147.0,0.33863333
148.0,0.6836124
149.0,0.7794327
150.0,0.4686157
151.0,0.36775175
152.0,0.09517319
153.0,-0.015234017
154.0,0.15664642
155.0,0.10213765
156.0,-0.023259386
157.0,-0.16805375
158.0,0.13510856
159.0,-0.19125238
160.0,-0.08931089
161.0,0.1633932
162.0,0.6266343
163.0,0.9183617
164.0,0.80486643
165.0,0.6027941
166.0,0.99461436
167.0,0.9372899
168.0,0.9123492
169.0,1.0690169
170.0,1.1230543
171.0,0.9531362
172.0,0.7274191
173.0,0.9112735
174.0,0.96063465
175.0,1.2626264
176.0,1.2942445
177.0,1.1299351
178.0,1.0409628
179.0,1.054831
180.0,1.1136415
181.0,0.9298002
182.0,0.81942534
183.0,0.5177268
184.0,0.5500253
185.0,0.6360589
186.0,0.60025007
187.0,0.27083316
188.0,0.036953647
189.0,0.13084367
190.0,-0.18044469
191.0,-0.3481216
192.0,-0.6451813
193.0,-0.76276916
194.0,-0.55814177
195.0,-0.39438155
196.0,-0.015521866
197.0,-0.34332567
198.0,-0.39487177
199.0,-0.68202084
200.0,-0.3188398
201.0,-0.5052949
202.0,-0.2884839
203.0,-0.35371926
204.0,-0.32367566
205.0,-0.34037882
206.0,-0.26555103
207.0,-0.35857356
208.0,-0.6149613
209.0,-1.1756679
210.0,-0.9767322
211.0,-0.75306284
212.0,-0.7405858
213.0,-0.5956521
214.0,-0.37946695
215.0,-0.29527763
216.0,-0.15999466
217.0,-0.16484512
218.0,0.16280787
219.0,0.1968562
220.0,-0.026976673
221.0,-0.062473472
222.0,0.06612968
223.0,0.241116
224.0,0.09628513
225.0,-0.14130925
226.0,-0.22752711
227.0,-0.41509676
228.0,-0.27700076
229.0,-0.11459825
230.0,0.31054917
231.0,0.4434694
232.0,0.37688
233.0,0.2358107
234.0,0.26861966
235.0,0.34763613
236.0,0.5843927
237.0,0.6700774
238.0,0.99916226
239.0,0.74834424
240.0,0.90784353
241.0,1.0220104
242.0,0.8834114
243.0,0.5443727
244.0,0.62246525
245.0,0.39292446
246.0,0.43919423
247.0,0.532204
248.0,0.3311653
249.0,0.3190134
250.0,-0.107305154
251.0,-0.0730387
252.0,-0.2934205
253.0,-0.36299855
254.0,-0.19494665
255.0,-0.1937829
256.0,0.029486084
257.0,0.14483087
258.0,-0.28629082
259.0,-0.09733365
260.0,-0.4366618
261.0,-0.4376272
262.0,-0.5889114
263.0,-0.5830507
264.0,-0.6240304
265.0,-0.9852145
266.0,-0.9507176
267.0,-0.877427
268.0,-0.8716593
269.0,-0.8599936
270.0,-0.57769036
271.0,-0.618442
272.0,-0.76733965
273.0,-0.68708044
274.0,-0.78555757
275.0,-0.80652434
276.0,-0.56943387
277.0,-0.44670752
278.0,-0.5856685
279.0,-0.501861
280.0,-0.72120774
281.0,-0.43980852
282.0,-0.18384744
283.0,-0.43662944
284.0,-0.2931395
285.0,0.060212117
286.0,0.1315652
287.0,0.16021813
288.0,0.10259307
289.0,0.090947546
290.0,0.12959053
291.0,0.17590208
292.0,0.07469164
293.0,-0.16393243
294.0,-0.46364555
295.0,-0.33440307
296.0,-0.3186486
297.0,-0.18389115
298.0,-0.32883757
299.0,-0.17530936
300.0,-0.2835954
301.0,-0.22699799
302.0,-0.45619166
303.0,-0.6957295
304.0,-0.7725914
305.0,-0.9889507
306.0,-0.9207215
307.0,-0.81845886
308.0,-0.7817607
309.0,-1.1518335
310.0,-0.7628437
311.0,-0.94538766
312.0,-0.68949354
313.0,-0.8030032
314.0,-0.6719006
315.0,-0.71104556
316.0,-0.85623145
317.0,-0.9614718
318.0,-0.58865595
319.0,-0.28129056
320.0,0.024496969
321.0,-0.17016183
322.0,-0.20718694
323.0,0.24083099
324.0,0.18302159
325.0,0.13090459
326.0,0.27837738
327.0,0.10522044
328.0,-0.1753716
329.0,-0.2874186
330.0,-0.23531033
331.0,-0.28340772
332.0,-0.33363402
333.0,-0.38598052
334.0,-0.20828578
335.0,-0.22143835
336.0,-0.19176535
337.0,0.04942444
338.0,0.24488251
339.0,-0.1608901
340.0,0.1493266
341.0,0.022309555
342.0,0.043661956
343.0,0.12541853
344.0,0.096275665
345.0,0.28508517
346.0,0.24234793
347.0,0.5664789
348.0,0.82957226
349.0,0.6500402
350.0,1.0741097
351.0,0.8637447
352.0,0.70181453
353.0,0.5064663
354.0,0.040707145
355.0,0.19623618
356.0,-0.021812255
357.0,0.08848744
358.0,0.48579803
359.0,0.37910125
360.0,0.124796875
361.0,0.1559639
362.0,0.36130032
363.0,0.486901
364.0,0.19502454
365.0,-0.07295518
366.0,0.06486519
367.0,0.12578045
368.0,0.04846555
369.0,-0.241625
370.0,-0.22732742
371.0,-0.1331472
372.0,-0.3537194
373.0,-0.36316165
374.0,-0.43672907
375.0,-0.1585809
376.0,-0.50898856
377.0,-0.71765786
378.0,-0.43378094
379.0,-0.69459796
380.0,-0.92031455
381.0,-1.201611
382.0,-1.2190144
383.0,-1.3426318
384.0,-1.2106462
385.0,-0.6924805
386.0,-0.50885445
387.0,-0.0029179794
388.0,-0.04911987
389.0,-0.06233315
390.0,0.040613957
391.0,-0.23715322
392.0,-0.33416387
393.0,-0.75497615
394.0,-0.8604167
395.0,-1.0425471
396.0,-1.0119603
397.0,-0.94318026
398.0,-1.1888119
399.0,-1.3475709
400.0,-1.7991741
401.0,-1.6525098
402.0,-1.5499228
403.0,-0.9842639
404.0,-0.95135075
405.0,-0.93800646
406.0,-1.1059321
407.0,-0.95935595
408.0,-0.5805184
409.0,-0.4870572
410.0,-0.3842084
411.0,-0.40223205
412.0,-0.70397407
413.0,-0.8783433
414.0,-1.0295867
415.0,-0.8710105
416.0,-1.4557519
417.0,-1.4691743
418.0,-1.3166734
419.0,-1.6657739
420.0,-1.3266635
421.0,-1.4361112
422.0,-1.402783
423.0,-0.9590009
424.0,-1.0832964
425.0,-1.0758178
426.0,-0.9705804
427.0,-0.7908198
428.0,-0.5129238
429.0,-0.4760407
430.0,-0.8047406
431.0,-0.81896454
432.0,-0.71495235
433.0,-0.67101943
434.0,-0.5964404
435.0,-0.7716876
436.0,-0.67695236
437.0,-0.4483726
438.0,-0.4083506
439.0,-0.44273382
440.0,-0.43163508
441.0,-0.04767979
442.0,0.18565628
443.0,0.123735026
444.0,-0.09259618
445.0,0.06355788
446.0,0.0071419966
447.0,0.060817666
448.0,0.11426496
449.0,0.5716705
450.0,0.9330851
451.0,1.3827816
452.0,1.7533097
453.0,1.8742455
454.0,1.7821758
455.0,1.8332072
456.0,1.9249713
457.0,2.0123641
458.0,2.138128
459.0,1.8815483
460.0,1.8417721
461.0,2.0004768
462.0,2.0479171
463.0,2.1554172
464.0,2.0346303
465.0,1.8257967
466.0,1.7713737
467.0,1.5471213
468.0,1.818684
469.0,1.7086383
470.0,1.8358836
471.0,1.7966051
472.0,1.2401
473.0,1.3861434
474.0,1.2675472
475.0,0.8215537
476.0,0.5724569
477.0,0.37326366
478.0,0.40251535
479.0,0.6874812
480.0,0.7416332
481.0,0.5870933
482.0,0.38480076
483.0,0.20346986
484.0,-0.32672057
485.0,-0.38974243
486.0,-0.46460378
487.0,-0.4473779
488.0,-0.591278
489.0,-0.47989678
490.0,-0.538307
491.0,-0.5696905
492.0,-0.5885522
493.0,-0.64893275
494.0,-0.87319714
495.0,-0.84354883
496.0,-1.0031909
497.0,-1.1371977
498.0,-0.91725904
499.0,-1.1399679
500.0,-0.9108204
501.0,-0.74012995
502.0,-0.7936852
503.0,-0.8048091
504.0,-1.0145828
505.0,-0.92679834
506.0,-0.96561676
507.0,-0.99989873
508.0,-0.43812695
509.0,-0.29147944
510.0,-0.28338724
511.0,-0.45509434
512.0,-0.46069798
513.0,-0.47496197
514.0,-0.4627186
515.0,-0.5240655
516.0,-0.35232443
517.0,-0.70174265
518.0,-0.41231167
519.0,-0.15474157
520.0,-0.19345057
521.0,-0.22441226
522.0,-0.28738108
523.0,-0.52080965
524.0,-0.33544505
525.0,-0.5963577
526.0,-0.45200065
527.0,-0.2759706
528.0,-0.2440777
529.0,-0.49880612
530.0,-0.6944367
531.0,-0.8455391
532.0,-0.4376353
533.0,-0.14838222
534.0,-0.5336763
535.0,-0.49358615
536.0,-0.38347933
537.0,-0.49723613
538.0,-0.49238268
539.0,0.06671427
540.0,-0.042486954
541.0,-0.45293972
542.0,-0.5747375
543.0,-0.27167675
544.0,-0.4898203
545.0,-0.43643004
546.0,-0.43832365
547.0,-0.08324765
548.0,0.1942086
549.0,0.14505428
550.0,0.24995703
551.0,0.12261849
552.0,0.17298308
553.0,0.5906147
554.0,0.0056669954
555.0,0.006222901
556.0,-0.23870234
557.0,0.013733237
558.0,-0.19644141
559.0,-0.019101055
560.0,0.02995416
561.0,0.11731589
562.0,0.5117054
563.0,0.42293197
564.0,0.41598955
565.0,0.32879344
566.0,-0.18512616
567.0,-0.41609395
568.0,-0.452232
569.0,-0.5624353
570.0,-0.3259754
571.0,-0.33641794
572.0,-0.5538947
573.0,-0.7592912
574.0,-0.5827567
575.0,-0.656567
576.0,-0.24187724
577.0,-0.58023673
578.0,-0.79168725
579.0,-0.5560827
580.0,-0.46852624
581.0,-0.6032036
582.0,-0.7759603
583.0,-0.64259064
584.0,-0.7727051
585.0,-0.5436996
586.0,-0.41486883
587.0,-0.3138335
588.0,-0.6231072
589.0,-0.8258196
590.0,-1.0139526
591.0,-1.0787413
592.0,-1.0191177
593.0,-1.0140108
594.0,-0.7584883
595.0,-1.1416682
596.0,-1.1558976
597.0,-1.2047431
598.0,-0.9824055
599.0,-1.0160677
600.0,-1.330328
601.0,-0.99062157
602.0,-1.0715803
603.0,-0.74430346
604.0,-0.64446676
605.0,-0.41
606.0,-0.27648818
607.0,-0.44432774
608.0,-0.48053068
609.0,-0.7115333
610.0,-0.9870166
611.0,-1.0479305
612.0,-0.9385014
613.0,-1.058976
614.0,-0.89687645
615.0,-0.7361743
616.0,-0.6225244
617.0,-0.68433195
618.0,-0.42176494
619.0,-0.29175565
620.0,-0.33817992
621.0,-0.24262822
622.0,-0.5525009
623.0,-0.8835841
624.0,-1.0148383
625.0,-0.9285176
626.0,-0.9301605
627.0,-0.8805189
628.0,-0.83264494
629.0,-0.5682326
630.0,-0.43301305
631.0,-0.36654606
632.0,-0.5282342
633.0,-0.7206754
634.0,-0.84534943
635.0,-0.92286783
636.0,-0.99206644
637.0,-0.66973364
638.0,-0.6651762
639.0,-0.90407115
640.0,-1.0627229
641.0,-0.96564716
642.0,-0.9438659
643.0,-1.0697405
644.0,-1.1095645
645.0,-1.0510632
646.0,-1.0508404
647.0,-1.1925592
648.0,-1.5174505
649.0,-1.6577277
650.0,-1.6075631
651.0,-1.7129952
652.0,-1.6655557
653.0,-1.5768964
654.0,-1.3633214
655.0,-1.5125493
656.0,-1.4319348
657.0,-0.89221466
658.0,-0.8922414
659.0,-0.61673003
660.0,-0.8230256
661.0,-0.4677758
662.0,-0.51831245
663.0,-0.37981197
664.0,-0.7414076
665.0,-0.41714776
666.0,-0.74448186
667.0,-0.5621387
668.0,-0.29235303
669.0,-0.5689278
