Frequency,PSD
6.0,0.3983366667835855
6.08,0.3990668727938707
6.16,0.40008473232186004
6.24,0.4006681675007884
6.32,0.4000849075317467
6.4,0.3978761633268654
6.48,0.3940596313574402
6.5600000000000005,0.3891830307053606
6.640000000000001,0.3842040285860163
6.72,0.3802242087022504
6.8,0.37815379201014654
6.88,0.37841788710530777
6.96,0.38081790409274796
7.04,0.3846206594985921
7.12,0.3888668509227694
7.2,0.3927981492559768
7.28,0.3962402478322227
7.36,0.3997806656620805
7.44,0.4046488789253354
7.5200000000000005,0.41231609020759663
7.6000000000000005,0.42394126315705594
7.68,0.43985998788268504
7.76,0.45931573212342286
7.84,0.48055768670172905
7.92,0.501290248470389
8.0,0.5193064610820739
8.08,0.5330473540667638
8.16,0.5418617219495304
8.24,0.5458923830426007
8.32,0.5457034578243056
8.4,0.5418765688884393
8.48,0.53477863693754
8.56,0.5245712782725018
8.64,0.5113895502196584
8.72,0.4955527207377089
8.8,0.47769755872463393
8.88,0.4587953215527262
8.96,0.4400672784907229
9.040000000000001,0.4228298359326328
9.120000000000001,0.40829952093376953
9.200000000000001,0.39739504448414237
9.28,0.3905870909540723
9.36,0.3878440655920671
9.44,0.3886904749264636
9.52,0.3923493212551743
9.6,0.3979130541102872
9.68,0.4044973994488442
9.76,0.4113648972488634
9.84,0.4180271164301597
9.92,0.4243250816466688
10.0,0.4304572290062818
10.08,0.43690725764446825
10.16,0.4442487584223763
10.24,0.45286674046777275
10.32,0.4627023626337491
10.4,0.4731492978633209
10.48,0.48318126453862437
10.56,0.49168484399956053
10.64,0.4978628343382144
10.72,0.5015241735193152
10.8,0.5031209882216663
10.88,0.5035125235904636
10.96,0.5035667065091978
11.040000000000001,0.5037843510817733
11.120000000000001,0.504114584099595
11.200000000000001,0.5040383658567424
11.28,0.5028781609716847
11.36,0.5001968354075526
11.44,0.4961108308385448
11.52,0.49137234185779743
11.6,0.4871633112392625
11.68,0.48466177237333297
11.76,0.4845430464937673
11.84,0.4866177614331222
11.92,0.4897627475113583
12.0,0.49218806776880125
12.08,0.49195550064369675
12.16,0.4875754516259729
12.24,0.4784891916073244
12.32,0.46528722329651523
12.4,0.4495992198446455
12.48,0.43369008883872234
12.56,0.41988520475574687
12.64,0.40999963693119834
12.72,0.4049394989342719
12.8,0.4045759057381185
12.88,0.40789050648140834
12.96,0.4133028901931135
13.040000000000001,0.41905338935832537
13.120000000000001,0.42353681021169
13.200000000000001,0.42553640364908873
13.280000000000001,0.4243544963684108
13.36,0.41985470335235753
13.44,0.4124265427664916
13.52,0.40287824744756207
13.6,0.3922722567596072
13.68,0.3817354037660169
13.76,0.37228500618369553
13.84,0.364701424350573
13.92,0.3594527831754881
14.0,0.35665668114328497
14.08,0.3560623995293106
14.16,0.35705542587433803
14.24,0.3587076036695577
14.32,0.35989948216456424
14.4,0.3595163383187614
14.48,0.35667716904410807
14.56,0.3509245672770468
14.64,0.34230808861177364
14.72,0.33133679247065984
14.8,0.3188330463632793
14.88,0.3057545409855475
14.96,0.2930461414202904
15.040000000000001,0.2815478687471563
15.120000000000001,0.27194804697458164
15.200000000000001,0.2647542925774855
15.280000000000001,0.26026244304559787
15.36,0.2585216448458003
15.44,0.25930845720819146
15.52,0.2621287338800619
15.6,0.26626493646662847
15.68,0.2708792469097046
15.76,0.2751666493139733
15.84,0.27852673845945664
15.92,0.28069797807741326
16.0,0.28179182701799455
16.080000000000002,0.28219155483682595
16.16,0.2823385684493913
16.240000000000002,0.28249164421398826
16.32,0.28257424093205186
16.4,0.2821962867727361
16.48,0.28085537716125464
16.56,0.2782280936822692
16.64,0.27440853202558296
16.72,0.2699720011048807
16.8,0.2658279912078758
16.88,0.2629294022687609
16.96,0.26196753190217853
17.04,0.2631747429294589
17.12,0.2662925039511781
17.2,0.27068419362887297
17.28,0.27552126119244136
17.36,0.27996549146479455
17.44,0.2832993686821033
17.52,0.28499635763965214
17.6,0.2847502397132322
17.68,0.28248646154399765
17.76,0.2783630338336906
17.84,0.2727495821862942
17.92,0.2661681154151235
18.0,0.25919507891601806
18.080000000000002,0.25235169189292844
18.16,0.24602739776596247
18.240000000000002,0.2404721120786708
18.32,0.23585717501313694
18.400000000000002,0.2323624361425976
18.48,0.2302248108048144
18.56,0.22969839422727956
18.64,0.23092296287992448
18.72,0.23375324710548023
18.8,0.23763706211587315
18.88,0.2416260210956721
18.96,0.2445549789943052
19.04,0.2453517356423537
19.12,0.24336866701621312
19.2,0.23859928985913786
19.28,0.23167807987567107
19.36,0.223652646493955
19.44,0.21562124999616605
19.52,0.20839021422362783
19.6,0.20229071898374237
19.68,0.19721253256708587
19.76,0.19281057342789587
19.84,0.1887715222595375
19.92,0.18501873831796634
20.0,0.18177600716357323
20.080000000000002,0.1794753995961311
20.16,0.17855401205531424
20.240000000000002,0.1792224174594031
20.32,0.1812974512322704
20.400000000000002,0.18417126166550388
20.48,0.18694080940646438
20.56,0.18866078355223082
20.64,0.188631366136363
20.72,0.18661381675473304
20.8,0.18289225105614043
20.88,0.17816017838118903
20.96,0.17327971440006498
21.04,0.16900946632585565
21.12,0.16580274386065164
21.2,0.16373927738764804
21.28,0.16259053764891784
21.36,0.1619630022559454
21.44,0.16144294720538463
21.52,0.1606877839028478
21.6,0.15945487305438877
21.68,0.15759804284589923
21.76,0.15507092383223756
21.84,0.15195326268113463
21.92,0.1484816797868181
22.0,0.1450464238383572
22.080000000000002,0.14212563097665482
22.16,0.14016299071536603
22.240000000000002,0.13943189300536746
22.32,0.13994507665954342
22.400000000000002,0.14145217718059083
22.48,0.1435269731081009
22.56,0.1457048724409177
22.64,0.14761240329104902
22.72,0.1490423199638855
22.8,0.14995938142969867
22.88,0.1504521086785667
22.96,0.15065962536756755
23.04,0.15069939907717908
23.12,0.15061187109217888
23.2,0.15033187086209499
23.28,0.1496955509975746
23.36,0.14848832287572977
23.44,0.14652729510054435
23.52,0.14375301193742818
23.6,0.1402912055881505
23.68,0.13644892710438494
23.76,0.13263510721027205
23.84,0.12923291985647897
23.92,0.12647917951903487
24.0,0.12440554643498787
24.080000000000002,0.12286492480676593
24.16,0.12162203359432064
24.240000000000002,0.12045737935772502
24.32,0.11923658577742224
24.400000000000002,0.11792683009731435
24.48,0.116574984403366
24.560000000000002,0.1152749573056375
24.64,0.11414079877965172
24.72,0.11328351363695018
24.8,0.11278294218799786
24.88,0.11265659992446485
24.96,0.11284212955545823
25.04,0.1132116616346828
25.12,0.11361993731436049
25.2,0.11396550838360675
25.28,0.11423377471510146
25.36,0.11450068678699066
25.44,0.11489924084899655
25.52,0.115570744707496
25.6,0.1166263618193657
25.68,0.11813137174024835
25.76,0.1201060948522212
25.84,0.12252733554985876
25.92,0.12531918132783562
26.0,0.12833721351839128
26.080000000000002,0.13136297031791394
26.16,0.13412484171402198
26.240000000000002,0.13634682321320263
26.32,0.137808396358297
26.400000000000002,0.1383908937244886
26.48,0.13809348071352992
26.560000000000002,0.1370183577508906
26.64,0.13533724519839124
26.72,0.13325252300929075
26.8,0.1309602031764165
26.88,0.12861733450545546
26.96,0.12631823450473614
27.04,0.12408806321455701
27.12,0.12190067626733744
27.2,0.11971723974973784
27.28,0.11752860400410696
27.36,0.11537854286428005
27.44,0.11335320765366164
27.52,0.11154099725996984
27.6,0.10998473970493818
27.68,0.10865289781850218
27.76,0.10744523821167225
27.84,0.10622857115398618
27.92,0.10488251873275917
28.0,0.1033328137148444
28.080000000000002,0.10156005538328422
28.16,0.09958692636043806
28.240000000000002,0.09745702025528949
28.32,0.09521900559217522
28.400000000000002,0.09292296797798541
28.48,0.09062734461219743
28.560000000000002,0.08840997738471576
28.64,0.08637678712627557
28.72,0.08466416044505813
28.8,0.08343302695402366
28.88,0.08285235214562815
28.96,0.08306921475609869
29.04,0.08416548006224014
29.12,0.08610918791178329
29.2,0.08871890607636504
29.28,0.0916637241978486
29.36,0.09451342081776509
29.44,0.0968331024656452
29.52,0.09829389702615175
29.6,0.0987593564614004
29.68,0.09831397352286009
29.76,0.09722264786864404
29.84,0.09583649283444098
29.92,0.09447875336070284
30.0,0.09334864082927885
30.080000000000002,0.09247191996944007
30.16,0.09171058166075197
30.240000000000002,0.09082560302547978
30.32,0.08957112256104313
30.400000000000002,0.08778912345959998
30.48,0.08547399924432654
30.560000000000002,0.08278696593509033
30.64,0.08001796141224274
30.72,0.07751056435230874
30.8,0.07557615636532086
30.88,0.07442315863298617
30.96,0.07411757914166685
31.04,0.07457860635440823
31.12,0.07560407858439622
31.2,0.07691780851580748
31.28,0.07823124612472293
31.36,0.07931095917221304
31.44,0.080038809608308
31.52,0.08044691731251856
31.6,0.08071118714499165
31.68,0.0810992588391796
31.76,0.08188753529796253
31.84,0.08327699264440278
31.92,0.0853384192029537
32.0,0.08800238312706457
32.08,0.09108634353909867
32.160000000000004,0.09433526080115645
32.24,0.09745283034510256
32.32,0.10011644075526209
32.4,0.10198790663699221
32.480000000000004,0.10273979004178421
32.56,0.10210764995318905
32.64,0.09995807165822398
32.72,0.09634486517736454
32.8,0.09152361133620356
32.88,0.08591020841141911
32.96,0.07999370524375897
33.04,0.07423385217892203
33.12,0.06897913148223905
33.2,0.0644300217734469
33.28,0.06065183539114824
33.36,0.05762207081415286
33.44,0.05528700074604286
33.52,0.05360378293047838
33.6,0.0525549620220051
33.68,0.05213608086477571
33.76,0.05232839495392997
33.84,0.05307352496505043
33.92,0.05426425554821275
34.0,0.05575718364610539
34.08,0.05740202293756254
34.160000000000004,0.059073588340221084
34.24,0.060690137963494734
34.32,0.062208080608396533
34.4,0.06359612404006021
