Frequency,PLV
6,0.3312848046218957
7,0.338743650887382
8,0.35101392352735017
9,0.36357562258328757
10,0.3713123708710355
11,0.3698746045937716
12,0.3567300698668487
13,0.33166600523723083
14,0.29675012651091076
15,0.2558736867024947
16,0.21391990570294295
17,0.1755851231000557
18,0.14412436006066032
19,0.1205524730028498
20,0.10373599553435456
21,0.09135673255682476
22,0.08124336748963772
23,0.07236717783467829
24,0.06500862768790831
25,0.060108413383215174
26,0.05828925469970329
27,0.05916756479065135
28,0.061341192094153375
29,0.06303686859982394
