Frequency,PLV
6,0.35036320187453485
7,0.35427019829643985
8,0.36023773976008483
9,0.3650245675590119
10,0.36486840298235934
11,0.35663345791126244
12,0.33890398507169905
13,0.3125952061165774
14,0.28075790125146166
15,0.24756901603060882
16,0.21689114786140667
17,0.19103541230236737
18,0.17029785645613998
19,0.153443276204629
20,0.1387893907180195
21,0.12523252182869216
22,0.11267077949967673
23,0.10172928145589216
24,0.09313117342115995
25,0.08718330453450122
26,0.08363541174966961
27,0.08186225312098545
28,0.08115559688235228
29,0.08095265795196838
