Frequency,PLV
6,0.21431152529769162
7,0.22261682915607967
8,0.23735371129298932
9,0.2552863475036874
10,0.27277348475634766
11,0.286928071698237
12,0.2965382676173136
13,0.3023065946854325
14,0.30626463091264905
15,0.31065605459320805
16,0.3168448504001798
17,0.3247314663366689
18,0.33284658818949725
19,0.3389734478657402
20,0.34098278299077983
21,0.33755667181888116
22,0.32856489165021174
23,0.3150008872585249
24,0.29856772284427663
25,0.2811657215507657
26,0.2645547811295569
27,0.25028750631192803
28,0.23976013021723172
29,0.23414488329418318
