Frequency,PLV
6,0.37373038095333566
7,0.3777218536858325
8,0.38385724912994496
9,0.38882061692973624
10,0.3885668652781794
11,0.3794106177998901
12,0.35930637193572795
13,0.32881115735300975
14,0.2910709513904966
15,0.2506359195359365
16,0.21173177998990628
17,0.17700918062768456
18,0.14735681816365842
19,0.1225598600988658
20,0.10214311351087299
21,0.08585375937190892
22,0.07360648899275773
23,0.06507128304879822
24,0.05933308082550309
25,0.05503053740234887
26,0.05098102209287808
27,0.04681808431639961
28,0.043111566611689967
29,0.040881639147826165
