Frequency,PLV
6,0.3240245063766134
7,0.3326420465269278
8,0.34658810502746634
9,0.3603146006285099
10,0.3678312462181598
11,0.36474030284241454
12,0.34967136674178123
13,0.32442942417883586
14,0.29279006635510557
15,0.25867795947213723
16,0.22484569345629882
17,0.19272693524936796
18,0.16317766959077945
19,0.13720837711740963
20,0.11606979647324134
21,0.10077249558231262
22,0.09153004228901344
23,0.08751912036805708
24,0.08708597128145608
25,0.08831470682384313
26,0.08968513002069656
27,0.09046515455179546
28,0.0906533808993647
29,0.09060076438744215
