Frequency,PLV
6,0.4444094751195903
7,0.44006290448305513
8,0.4363572187684311
9,0.4385729691648885
10,0.44769018048291165
11,0.45977987141998405
12,0.4688717227413057
13,0.47072997229895003
14,0.4657100046138241
15,0.45918834816317966
16,0.4584753017237174
17,0.4677659361278368
18,0.4850291697013226
19,0.5030706147752368
20,0.5133128314041719
21,0.5096890152031202
22,0.49124940789210286
23,0.46255899814736445
24,0.4312306869710183
25,0.40388622582178735
26,0.3834528056620087
27,0.36946894429772104
28,0.3604361617277908
29,0.3557792418155261
