Frequency,PLV
6,0.3438664047509827
7,0.3590957880668039
8,0.3811443459434903
9,0.39848312674187
10,0.40274492868980977
11,0.39125595465767093
12,0.36532841828730145
13,0.32775816151153436
14,0.2820655509761365
15,0.23290681960582757
16,0.1860695686711004
17,0.1472813543307087
18,0.12017824849893784
19,0.10493452971571403
20,0.09886942877628559
21,0.09826736374762333
22,0.09963884535429986
23,0.10015812869185158
24,0.09803167399694608
25,0.09271897957098733
26,0.08468611018411366
27,0.07519456756429445
28,0.06640050607995589
29,0.061009104259052094
