Frequency,PLV
6,0.33472064102899074
7,0.34593537408942177
8,0.3638838259046979
9,0.3816742980234851
10,0.3914191006888614
11,0.38479197539386123
12,0.35577453262223446
13,0.3057324438255862
14,0.24548643962899752
15,0.1903348688116744
16,0.15133527008474015
17,0.1298558708224039
18,0.11909701557686025
19,0.11072033341486211
20,0.10095602317283085
21,0.09130127507808038
22,0.08462714720570609
23,0.08175372629111229
24,0.08115295541163535
25,0.08045328411814962
26,0.07813412954356924
27,0.07452983326238745
28,0.07122502732610479
29,0.06943348734804616
