Frequency,PLV
6,0.30701549617892787
7,0.32551352879182044
8,0.35561593194768054
9,0.3860381996232266
10,0.4047780664568633
11,0.4025789166623871
12,0.37583995779490453
13,0.32854715205599394
14,0.27137874624101366
15,0.21692632219229113
16,0.1737726134583245
17,0.1438906717788384
18,0.12446684791443012
19,0.1112169701986547
20,0.10040864546450401
21,0.08950919070701116
22,0.07754468691549771
23,0.0654317331374926
24,0.0557968995733963
25,0.051942191031130576
26,0.05607291181179624
27,0.06738740998250657
28,0.08124364039722155
29,0.0907683146078709
