t,raw
0.0,0.30991235
1.0,0.22546105
2.0,0.15314561
3.0,0.38082406
4.0,-0.015462362
5.0,-0.24253166
6.0,-0.18089013
7.0,-0.23936343
8.0,-0.14410259
9.0,-0.16362117
10.0,-0.20035133
11.0,0.14461674
12.0,0.12167021
13.0,-0.048319656
14.0,-0.013875727
15.0,0.2532636
16.0,0.31709477
17.0,0.29403576
18.0,0.3333052
19.0,0.10315312
20.0,0.08565062
21.0,0.38301232
22.0,0.6489555
23.0,0.7809725
24.0,0.9645046
25.0,0.91593623
26.0,0.923024
27.0,0.9904117
28.0,1.0166975
29.0,0.926648
30.0,0.8822905
31.0,0.71583444
32.0,0.7675597
33.0,0.76483184
34.0,0.7204031
35.0,0.6373231
36.0,0.6088999
37.0,0.6778619
38.0,0.9660462
39.0,0.9613431
40.0,0.84860337
41.0,0.76180536
42.0,0.7308981
43.0,0.38751194
44.0,0.3209881
45.0,0.22822642
46.0,0.27056876
47.0,0.056928813
48.0,0.23509666
49.0,0.28549114
50.0,0.22589977
51.0,0.06891246
52.0,0.13815708
53.0,0.33126944
54.0,0.5576307
55.0,0.73626167
56.0,1.0449411
57.0,0.8608856
58.0,0.5697316
59.0,0.5836296
60.0,0.6738474
61.0,0.6708121
62.0,0.65148175
63.0,0.81902045
64.0,0.6267776
65.0,0.69607484
66.0,0.68305767
67.0,0.9372622
68.0,0.71949035
69.0,0.8049075
70.0,0.95374966
71.0,0.9888683
72.0,1.0250698
73.0,1.231706
74.0,1.0746026
75.0,1.1174767
76.0,1.1732299
77.0,1.1042029
78.0,0.7677746
79.0,0.49820247
80.0,0.3587503
81.0,0.57160217
82.0,0.6718118
83.0,0.48513508
84.0,0.33283308
85.0,0.3633412
86.0,-0.002204726
87.0,0.23310077
88.0,0.15546152
89.0,-0.4120922
90.0,-0.5431337
91.0,-0.46090764
92.0,-0.60432285
93.0,-0.53278106
94.0,-0.6333343
95.0,-0.5537354
96.0,-0.7131562
97.0,-0.65850645
98.0,-0.45817378
99.0,-0.8189368
100.0,-0.7935398
101.0,-0.2902199
102.0,-0.35933027
103.0,-0.136442
104.0,0.025287136
105.0,0.060699563
106.0,0.13018563
107.0,-0.09587819
108.0,-0.029217571
109.0,0.14271179
110.0,-0.027709639
111.0,-0.4170052
112.0,-0.1311791
113.0,-0.26128477
114.0,-0.09028744
115.0,-0.3694521
116.0,-0.40059447
117.0,-0.38888898
118.0,-0.29233572
119.0,-0.09452445
120.0,-0.325997
121.0,0.12086799
122.0,-0.007188427
123.0,-0.037128173
124.0,-0.042430647
125.0,-0.14700432
126.0,0.0132552665
127.0,-0.04871988
128.0,-0.3063892
129.0,-0.51537216
130.0,-0.13302909
