Frequency,PLV
6,0.30121116760601
7,0.3249242896871116
8,0.3666499644231471
9,0.41031841858067586
10,0.433063243822424
11,0.42064299643847003
12,0.3801066658227107
13,0.3343185632636167
14,0.3030876161732428
15,0.29018315513323617
16,0.2853287193802418
17,0.27440236128693807
18,0.2495073515449335
19,0.21457724906531292
20,0.1825994011219503
21,0.16422118039693545
22,0.1579419395282759
23,0.15378674674216142
24,0.1452115587804617
25,0.13361994045710596
26,0.1236925065653169
27,0.1184973065487312
28,0.1177509239159692
29,0.11865717971000718
