Frequency,PSD
6.0,0.5408005108661661
6.08,0.5412429149891814
6.16,0.542122402229084
6.24,0.5434284548047437
6.32,0.5451456066867081
6.4,0.5472538159718764
6.48,0.5497289590792911
6.5600000000000005,0.5525434417639488
6.640000000000001,0.555666917461139
6.72,0.5590670976199364
6.8,0.562710631851686
6.88,0.5665640285212192
6.96,0.5705945796245532
7.04,0.5747712482917395
7.12,0.5790654738818842
7.2,0.5834518491425678
7.28,0.587908626824455
7.36,0.5924180197237437
7.44,0.5969662682790682
7.5200000000000005,0.6015434631209113
7.6000000000000005,0.6061431255567586
7.68,0.6107615657724027
7.76,0.615397055224406
7.84,0.620048864875472
7.92,0.6247162331966206
8.0,0.6293973360039888
8.08,0.6340883332791937
8.16,0.638782565599933
8.24,0.643469964606917
8.32,0.6481367284749839
8.4,0.6527652955395108
8.48,0.6573346283674875
8.56,0.6618207982764222
8.64,0.6661978383804179
8.72,0.6704388134728861
8.8,0.6745170390691202
8.88,0.6784073710426752
8.96,0.6820874823675255
9.040000000000001,0.6855390448660004
9.120000000000001,0.6887487413424795
9.200000000000001,0.6917090462986469
9.28,0.6944187303605809
9.36,0.6968830630467965
9.44,0.699113708835626
9.52,0.7011283309114662
9.6,0.702949933912036
9.68,0.704605990212942
9.76,0.7061274029566883
9.84,0.7075473628457298
9.92,0.7089001548659263
10.0,0.7102199662392694
10.08,0.7115397390339434
10.16,0.7128901012190458
10.24,0.7142983998387614
10.32,0.7157878506001503
10.4,0.7173768104885981
10.48,0.7190781746730234
10.56,0.7208988961679773
10.64,0.722839626307646
10.72,0.7248944755294852
10.8,0.7270508964758056
10.88,0.7292896940811524
10.96,0.731585169212756
11.040000000000001,0.7339054028087894
11.120000000000001,0.7362126858141083
11.200000000000001,0.7384640963821507
11.28,0.7406122199961709
11.36,0.7426060009045565
11.44,0.7443917053732596
11.52,0.7459139696998447
11.6,0.7471168996980211
11.68,0.7479451843228253
11.76,0.7483451848984264
11.84,0.7482659633318487
11.92,0.7476602176609304
12.0,0.7464851008229589
12.08,0.744702907837592
12.16,0.7422816266320467
12.24,0.7391953573467338
12.32,0.7354246130289686
12.4,0.7309565202113846
12.48,0.7257849403390357
12.56,0.7199105320980628
12.64,0.7133407705757138
12.72,0.7060899324231963
12.8,0.698179047722675
12.88,0.6896358102409729
12.96,0.6804944294511086
13.040000000000001,0.6707954013363546
13.120000000000001,0.6605851715824036
13.200000000000001,0.649915665013096
13.280000000000001,0.638843659325788
13.36,0.6274299891732966
13.44,0.6157385778167382
13.52,0.6038353069501172
13.6,0.5917867496049312
13.68,0.5796588048664733
13.76,0.5675152850617513
13.84,0.5554165148539711
13.92,0.5434180063275457
14.0,0.5315692740833955
14.08,0.5199128494437629
14.16,0.5084835434008093
14.24,0.4973079946645184
14.32,0.4864045231438707
14.4,0.47578329173125244
14.48,0.4654467617533483
14.56,0.4553904112661458
14.64,0.4456036717093753
14.72,0.43607102823377203
14.8,0.42677322287277214
14.88,0.41768849787638773
14.96,0.4087938188182272
15.040000000000001,0.40006602305648553
15.120000000000001,0.39148284804362027
15.200000000000001,0.38302380492993277
15.280000000000001,0.37467087490717843
15.36,0.3664090178193916
15.44,0.35822649385858657
15.52,0.3501150089569911
15.6,0.3420697022860053
15.68,0.3340889998008589
15.76,0.3261743609729637
15.84,0.31832994686581634
15.92,0.3105622368230781
16.0,0.3028796186396214
16.080000000000002,0.2952919736190796
16.16,0.287810273828804
16.240000000000002,0.2804462045518676
16.32,0.2732118207463814
16.4,0.26611924251240926
16.48,0.25918039130579557
16.56,0.2524067660134633
16.64,0.24580925603408868
16.72,0.23939798715779448
16.8,0.23318219524247705
16.88,0.22717012236172685
16.96,0.22136893016888912
17.04,0.21578462561159062
17.12,0.21042199478248236
17.2,0.2052845415593267
17.28,0.2003744287337322
17.36,0.1956924205175706
17.44,0.19123782660884311
17.52,0.18700844934237196
17.6,0.1830005367778284
17.68,0.17920874580498353
17.76,0.1756261203778927
17.84,0.1722440907242037
17.92,0.16905249971479938
18.0,0.16603966243915452
18.080000000000002,0.1631924643560996
18.16,0.16049650215755717
18.240000000000002,0.15793626971797586
18.32,0.1554953892761403
18.400000000000002,0.15315688542751552
18.48,0.1509034967542011
18.56,0.14871801717673575
18.64,0.14658365658452857
18.72,0.14448440819609404
18.8,0.14240540860405518
18.88,0.14033327572431223
18.96,0.1382564099935794
19.04,0.136165245182263
19.12,0.13405243707994297
19.2,0.13191298097070792
19.28,0.12974425208645451
19.36,0.12754596690052564
19.44,0.12532006696205844
19.52,0.12307053072113315
19.6,0.12080312221222722
19.68,0.1185250883324866
19.76,0.11624481860032909
19.84,0.11397148259442669
19.92,0.1117146607027257
20.0,0.10948398337057007
20.080000000000002,0.10728879280136454
20.16,0.10513783915855832
20.240000000000002,0.10303902090734171
20.32,0.10099917620338583
20.400000000000002,0.09902392937463406
20.48,0.0971175937313705
20.56,0.09528312933782389
20.64,0.09352215211191867
20.72,0.09183498877770174
20.8,0.09022077082790868
20.88,0.08867755977572958
20.96,0.08720249556674906
21.04,0.08579196004049007
21.12,0.08444174771434478
21.2,0.08314723683872725
21.28,0.08190355456502187
21.36,0.08070573110278134
21.44,0.07954883885054907
21.52,0.07842811360442556
21.6,0.07733905602810767
21.68,0.07627751256526567
21.76,0.0752397358571463
21.84,0.07422242547186822
21.92,0.07322275034282776
22.0,0.07223835474656555
22.080000000000002,0.07126734992855734
22.16,0.07030829361988304
22.240000000000002,0.06936015969706068
22.32,0.06842230014581543
22.400000000000002,0.06749440132544877
22.48,0.06657643632369276
