Frequency,PLV
6,0.33819374485414533
7,0.35151681252053646
8,0.37278648366426925
9,0.39209410151161816
10,0.3970660254874383
11,0.37786268965526215
12,0.3340498511111737
13,0.2769382651619595
14,0.22260122544935051
15,0.18091110548857303
16,0.15120353681597487
17,0.12706739944894888
18,0.10379835223928671
19,0.082566479976657
20,0.06913365509620503
21,0.06838984339108653
22,0.07940016323864671
23,0.09506716049923397
24,0.1063307808781771
25,0.10774260942933507
26,0.10046979633708257
27,0.0903214674020515
28,0.08260205106892414
29,0.07900072341821471
