Frequency,PLV
6,0.14526567277014318
7,0.16656255971064682
8,0.2055921777473173
9,0.25608944464707145
10,0.3095069709160166
11,0.35564263508820027
12,0.3854448305547953
13,0.39506609377991353
14,0.3875342837320537
15,0.37051049410499587
16,0.352144822242386
17,0.33746961637113204
18,0.32650129033065434
19,0.31471486999463694
20,0.2959315522996373
21,0.2662810785653335
22,0.22703050768299313
23,0.18451853978077443
24,0.14716406708448893
25,0.12160180421798078
26,0.11030238254477157
27,0.11117002804869633
28,0.11839729872334961
29,0.12463910487620772
