Frequency,PLV
6,0.31339437412849425
7,0.30007407865588914
8,0.2900168634150106
9,0.3005326521294997
10,0.3294849733420812
11,0.3532800325184484
12,0.35152052332312755
13,0.33020834960698847
14,0.31321563179002704
15,0.315445562895964
16,0.33217416436567476
17,0.3502958252718471
18,0.36042371092621106
19,0.35733704822214807
20,0.33601638401992606
21,0.29328334693125746
22,0.23351935989978248
23,0.16997745152134655
24,0.11823449226424072
25,0.08759948063789937
26,0.07840948976866625
27,0.0847789050403295
28,0.09751381941160589
29,0.10697200122476926
