Frequency,PLV
6,0.15270128701638952
7,0.1549759002846444
8,0.158985378519961
9,0.16399120744574572
10,0.16952251580693709
11,0.1756910057076092
12,0.1831818892080037
13,0.19291596307935888
14,0.20552053867999914
15,0.22083646932622464
16,0.23770196897312101
17,0.2541511952742631
18,0.26795894618787697
19,0.27726959241662436
20,0.2810152416107366
21,0.27898610352265607
22,0.27163684433557644
23,0.2598302410314021
24,0.24468059852624086
25,0.2275389335520616
26,0.21005341800444252
27,0.19417842906755842
28,0.18200513563439044
29,0.17537175684011097
