t,raw
0.0,0.29020748
1.0,0.5606816
2.0,0.4913069
3.0,0.45797786
4.0,0.2337346
5.0,0.11834249
6.0,0.19354251
7.0,0.21122561
8.0,0.0182863
9.0,0.116647884
10.0,0.5764667
11.0,0.59030616
12.0,0.85519034
13.0,1.1522993
14.0,1.2740667
15.0,1.5178452
16.0,1.374258
17.0,1.6601532
18.0,1.6474795
19.0,1.4839497
20.0,1.6373651
21.0,1.6589748
22.0,1.8663125
23.0,1.7293922
24.0,2.0459442
25.0,2.0296824
26.0,2.184016
27.0,1.9725659
28.0,2.4443662
29.0,2.8553557
30.0,2.8772016
31.0,3.3078876
32.0,3.288205
33.0,3.9522514
34.0,4.3570223
35.0,4.9894958
36.0,5.472447
37.0,6.1152754
38.0,6.7671604
39.0,6.8992267
40.0,6.931294
41.0,5.9875016
42.0,3.0428698
43.0,-3.286234
44.0,-11.353674
45.0,-12.28908
46.0,-8.19411
47.0,-5.874042
48.0,-4.746322
49.0,-4.221914
50.0,-3.7277234
51.0,-3.1444538
52.0,-3.0301404
53.0,-2.3897552
54.0,-2.408667
55.0,-2.6253288
56.0,-2.367446
57.0,-2.1288788
58.0,-2.0389977
59.0,-2.1613498
60.0,-2.469041
61.0,-1.7659216
62.0,-1.7659401
63.0,-1.4671338
64.0,-1.1539036
65.0,-1.0286067
66.0,-1.0204759
67.0,-0.85068566
68.0,-0.93670774
69.0,-0.8105382
70.0,-0.7846294
71.0,-0.65341604
72.0,-0.677333
73.0,-0.35472366
74.0,-0.33450127
75.0,-0.09409141
76.0,-0.40979543
77.0,-0.26350495
78.0,-0.36552775
79.0,-0.14532056
80.0,-0.2857735
81.0,-0.4075101
82.0,-0.38354248
83.0,-0.11424962
84.0,-0.15577859
85.0,0.10084178
86.0,0.16926725
87.0,0.061955765
88.0,-0.43968183
89.0,-0.38176292
90.0,-0.2144377
91.0,-0.022006877
92.0,-0.25091612
93.0,-0.3326052
94.0,-0.46508473
95.0,-0.12476024
96.0,0.15394503
97.0,0.22741656
98.0,0.59674233
99.0,0.39313132
100.0,0.3453684
101.0,0.31214443
102.0,0.4314201
103.0,0.12293955
104.0,0.35373184
105.0,0.4903497
106.0,0.67127764
107.0,0.6827361
108.0,0.30711776
109.0,0.43516275
110.0,0.44727647
111.0,0.76204294
112.0,0.73872095
113.0,0.30485466
114.0,0.1633602
115.0,-0.008133632
116.0,0.1520721
117.0,-0.21166788
118.0,-0.23537134
119.0,-0.14569484
120.0,-0.28656554
121.0,-0.5151608
122.0,-0.3123572
123.0,-0.2120124
124.0,0.06412124
125.0,-0.11607586
126.0,-0.26533526
127.0,-0.431361
128.0,-0.58015466
129.0,-0.2628298
130.0,-0.46035016
131.0,-0.3708393
132.0,-0.39186376
133.0,-0.24402633
134.0,-0.2534166
135.0,-0.3420396
136.0,-0.19204342
137.0,-0.45700783
138.0,-0.60498464
139.0,-0.111238465
140.0,0.111801684
141.0,0.2843995
142.0,0.009303933
143.0,-0.08108297
144.0,0.25116464
145.0,0.3377433
146.0,0.5246293
147.0,0.19469295
148.0,0.13349737
