t,raw
0.0,0.2908412
1.0,0.21510106
2.0,0.44528273
3.0,0.6625052
4.0,0.5488382
5.0,0.74049556
6.0,0.683058
7.0,0.7499536
8.0,1.0197213
9.0,1.0728585
10.0,1.2220669
11.0,1.320998
12.0,1.4149318
13.0,1.2892956
14.0,1.6438923
15.0,1.9879115
16.0,1.666676
17.0,1.7260928
18.0,1.8612343
19.0,1.6007795
20.0,1.6717896
21.0,1.8273846
22.0,1.9254647
23.0,2.0220816
24.0,2.2901862
25.0,2.357252
26.0,2.5715177
27.0,2.370422
28.0,2.8074155
29.0,3.1318722
30.0,3.0382512
31.0,3.0952678
32.0,3.158285
33.0,3.1437838
34.0,2.900857
35.0,2.6851084
36.0,2.5717173
37.0,2.0925288
38.0,1.7698191
39.0,1.4734658
40.0,0.7376532
41.0,0.48047045
42.0,0.07244895
43.0,-0.4073907
44.0,-0.8375599
45.0,-1.1325969
46.0,-1.7015036
47.0,-2.0050855
48.0,-1.653241
49.0,-1.5853525
50.0,-1.597055
51.0,-1.7671983
52.0,-1.5933261
53.0,-1.0816678
54.0,-0.93009657
55.0,-0.8536111
56.0,-0.96309084
57.0,-0.96748155
58.0,-0.8419833
59.0,-0.60448587
60.0,-0.62111664
61.0,-0.34126797
62.0,-0.6235538
63.0,-0.8188887
64.0,-0.6116008
65.0,-0.67070675
66.0,-0.6535699
67.0,-0.92628366
68.0,-0.6646904
69.0,-0.5252996
70.0,-0.2405189
71.0,-0.30640608
72.0,-0.16182092
73.0,-0.19944252
74.0,0.075414054
75.0,0.1799192
76.0,0.22289611
77.0,-0.19276038
78.0,-0.2986551
79.0,-0.0804426
80.0,0.32706684
81.0,0.39673084
82.0,0.009371374
83.0,-0.18027143
84.0,-0.33651054
85.0,-0.4210407
86.0,-0.4183952
87.0,-0.4692821
88.0,-0.17432556
89.0,-0.00095877587
90.0,-0.05151452
91.0,-0.014553543
92.0,-0.11781263
93.0,0.088653
94.0,0.27305415
95.0,0.2397929
96.0,0.15303986
97.0,0.091967784
98.0,0.15297924
99.0,0.05471234
100.0,0.10463352
101.0,-0.055413786
102.0,0.06985388
103.0,-0.10314162
104.0,-0.06902433
105.0,-0.2518923
106.0,-0.052159954
107.0,0.03861568
108.0,0.14430483
109.0,0.073098056
110.0,-0.2174735
111.0,-0.019762214
112.0,-0.26392144
113.0,-0.17947239
114.0,-0.6733991
115.0,-0.23230247
116.0,-0.27691692
117.0,-0.5407894
118.0,-0.556293
119.0,-0.42989132
120.0,-0.27153623
121.0,-0.510425
122.0,-0.33034775
123.0,-0.45956042
