Frequency,PLV
6,0.15885818845875754
7,0.1703423315454594
8,0.19396292209980937
9,0.22795320203864522
10,0.265159170013111
11,0.2942892492882828
12,0.3064312895299427
13,0.3020422272690739
14,0.29122836157794296
15,0.28594979178484314
16,0.2911935373912241
17,0.30290552705477647
18,0.3128337154582934
19,0.31402457162957564
20,0.30249701512511085
21,0.27670196065811425
22,0.2381843796483134
23,0.19294467020863865
24,0.1502817827028729
25,0.11857007932223369
26,0.10115904222461701
27,0.09555602824336358
28,0.09611397566978634
29,0.09770976340316738
