Frequency,PLV
6,0.3169699171290196
7,0.33627102186777225
8,0.3653100397402036
9,0.3946241071110238
10,0.4165315530793835
11,0.4168593771789332
12,0.38251119171050085
13,0.3251644675220615
14,0.27943620584096607
15,0.2682701973750917
16,0.2822018664809661
17,0.2967942438563137
18,0.3005646548563379
19,0.2998085521055597
20,0.2997598366021462
21,0.2913164098076
22,0.26208881364191083
23,0.21447553038319578
24,0.16704818306810287
25,0.13812252505166772
26,0.13052456211925578
27,0.13316371179810776
28,0.13429973370511955
29,0.13227599299945164
