Frequency,PLV
6,0.05379872459368022
7,0.053558427019245965
8,0.05315803929816989
9,0.05275402104472024
10,0.052560393638657193
11,0.05280671835859874
12,0.05367769588221922
13,0.05525143534813007
14,0.05745563747892152
15,0.060056476101879225
16,0.06269023032889429
17,0.0649417312888933
18,0.0664604455311007
19,0.06708480400352003
20,0.06692926156975369
21,0.06639004486694583
22,0.06604926826058319
23,0.06649559014006476
24,0.0681174935607732
25,0.07094506690636498
26,0.07460466552184108
27,0.07840851869718024
28,0.08154758282213512
29,0.08331935272034331
