Frequency,PLV
6,0.32989212762462794
7,0.34314524296628235
8,0.36295227207242375
9,0.37969125589934793
10,0.38507548759126164
11,0.3743806470959661
12,0.3469279661920305
13,0.30584942250484815
14,0.25710039930687545
15,0.20759734305480756
16,0.16331578473929306
17,0.12814570241737053
18,0.10335718510373801
19,0.08758857340776928
20,0.07796074423032733
21,0.07213215519695104
22,0.06955599445014407
23,0.07071185211463027
24,0.07539713713222851
25,0.08206501460129627
26,0.08866137004893
27,0.09376749955914561
28,0.09696325205803506
29,0.09843626546196385
