Frequency,PLV
6,0.42578087160642325
7,0.4262372462316021
8,0.42524298205062894
9,0.41984531864204616
10,0.4065648921608302
11,0.38151364847253605
12,0.3419488426522635
13,0.2896925570675991
14,0.23301105232713973
15,0.1835607515611735
16,0.15022081919328747
17,0.13513644423646673
18,0.13437444763800374
19,0.14080170564782885
20,0.14657153744037965
21,0.14544460458318295
22,0.13532701729009258
23,0.11922019621151975
24,0.10305210008807791
25,0.09178785432474834
26,0.0868325782693844
27,0.0863532788763887
28,0.08753245089605528
29,0.0884660267548259
