Frequency,PLV
6,0.3264741567747049
7,0.32180544430345803
8,0.3196152278124621
9,0.3264310200118855
10,0.3407659268506794
11,0.35372614310391576
12,0.3565347474781498
13,0.3469659860953383
14,0.32922679559070306
15,0.30947641757257094
16,0.29224802725621646
17,0.2796036900357842
18,0.27137956446935974
19,0.2652439991100349
20,0.25692313480725054
21,0.24142074567736282
22,0.2155474232786762
23,0.180659330714952
24,0.14310323201035002
25,0.11101719782946015
26,0.08970834966050908
27,0.0793956573823388
28,0.07648339787066248
29,0.07647623261378575
