cost
3.46809142356428e30
5.429949251037931e30
3.8150414731165684e30
5.206359920666215e30
4.6394661751819e30
3.509979819416636e30
3.8212921909021716e30
4.095082595357491e30
3.640554838374773e30
6.84185562162184e30
4.218997656754389e30
3.1961839515943806e30
3.1528988105930245e30
4.2136641736594766e30
4.086417185172514e30
4.0051322378030015e30
4.139622813331936e30
1.6752973967190402e32
4.603489504940834e30
3.861889574411292e30
3.648788788020219e30
4.463085446354716e30
3.9127301841355913e30
3.535508708466672e30
4.8819983231237814e30
3.819681963414344e30
5.85242997770824e30
3.48957741726591e31
3.26128493599395e30
6.595673878277828e30
4.2620812807095416e30
4.304131096822843e30
3.9955591282143253e30
4.2837194525622227e30
4.6686664378222016e30
4.842276453952778e30
8.533288254469552e31
5.465892471413199e30
3.9842058960384146e30
3.7506420948533707e30
5.137898231331226e30
4.830424560274905e30
4.3077202986553987e30
4.115188610479982e30
6.027011128669049e30
6.205099695336334e30
4.083585672159338e30
4.008830359547749e30
4.278555971221372e30
5.0099034591190176e30
2.957130964623096e30
3.7304465341118244e30
3.919602454247541e30
5.204253276579126e30
4.984083497575504e30
6.55716384398082e30
3.876440458006657e30
4.571928501195347e30
4.6570005226902214e30
3.764838326699495e30
3.751005538506403e30
4.628838230746032e30
4.690591632104512e30
4.417729045628839e30
4.308439405925469e30
5.321670254735973e30
3.357479092562949e30
4.424448372530697e30
3.477895773052591e30
5.212761975607433e30
2.9406065563168256e30
5.48002260022601e30
2.834429607821968e30
2.865345162545922e30
3.89964550077555e30
4.1165710677581266e30
3.790015067715746e30
4.30299088810931e30
3.9779218771233424e30
5.447093389648253e30
3.8844046744700096e30
3.1638864104465077e30
7.014581517622629e30
4.3315634552058944e30
6.268605907933124e30
9.410779875123454e30
4.6571934968960474e30
9.150775534154173e30
4.835503447222933e30
4.3590337816630883e30
3.8513711651026215e30
4.794624208461375e30
6.016848236441903e30
4.548261539907813e30
4.1062423952858486e30
5.408262599440286e30
4.848106483202388e30
4.1242189017107043e30
5.11586574822352e30
4.2201993062351614e30
4.18673502153861e30
3.9655581947498666e30
4.191419115892427e30
2.967977912712421e30
4.475106146063962e30
4.2426519997212005e30
3.032018783193178e30
6.325692360148385e30
5.089388630551303e30
5.072282494337325e30
5.082411872882136e30
5.485399199851628e30
4.350444285770065e30
3.390113472943131e30
5.07600470325421e30
5.189118912180315e30
3.4926654346786547e30
5.711922964925251e30
4.4767206729124944e30
4.339377809691729e30
5.10349896602456e30
4.73899131759627e30
5.285328496871709e30
3.859372769773722e30
5.320311963566169e30
4.2596664147571734e30
3.839667646621866e30
4.3583802054063887e30
3.7236136635555295e30
4.15295733685692e30
