Frequency,PLV
6,0.14011693751309093
7,0.15750377699345613
8,0.18611845590147558
9,0.21581952889954148
10,0.23676850312927805
11,0.24409105544777143
12,0.23979648539779924
13,0.23046250411670136
14,0.22274553037293124
15,0.22025095328783778
16,0.2231545696707507
17,0.22918272017133626
18,0.2344319083381566
19,0.2342828246532231
20,0.22517939840443207
21,0.20661589781539877
22,0.18169945620512404
23,0.1556260461862689
24,0.13306740962440056
25,0.11616058405015146
26,0.10429898260113711
27,0.09569761031603585
28,0.08936107652087749
29,0.0857479756981554
